season,celebrity_name,final_placement,regime,avg_judge_share,avg_fan_share,weeks_survived
5,Cameron Mathison,5,percent,0.1260607906093093,0.12295687359860988,8
5,Floyd Mayweather Jr. ,9,percent,0.0861077279251732,0.08218312589017818,4
5,Helio Castroneves,1,percent,0.1690406028299701,0.16745324265676992,10
5,Jane Seymour,6,percent,0.1169763184777003,0.1214010354469689,7
5,Jennie Garth,4,percent,0.14195509272415088,0.13825614692314056,9
5,Josie Maran,12,percent,0.0622568093385214,0.0622560932911165,1
5,Marie Osmond,3,percent,0.15179670484879987,0.15657730846474407,10
5,Mark Cuban,8,percent,0.08811381098677987,0.09148963437903315,5
5,Mel B,2,percent,0.17260581647909706,0.1702642642795901,10
5,Sabrina Bryan,7,percent,0.12186320977218612,0.12040166408720222,6
5,Wayne Newton,10,percent,0.07075632623496951,0.08626494065455441,3
6,Adam Carolla,9,percent,0.07805201593839044,0.07382062764034941,4
6,Cristian de la Fuente,3,percent,0.15813806041186904,0.15782589087334556,10
6,Jason Taylor,2,percent,0.16564760507522003,0.1641111842427303,10
6,Kristi Yamaguchi,1,percent,0.17729755545368894,0.1791988237692424,10
6,Mario,5,percent,0.13194571888041157,0.13192483821221737,8
6,Marissa Jaret Winokur,4,percent,0.13384376710864557,0.13199851210919505,9
6,Marlee Matlin,7,percent,0.1019339479803437,0.10591044960121619,6
6,Monica Seles,11,percent,0.0600470769082961,0.06290310541440534,2
6,Penn Jillette,12,percent,0.06599574066067798,0.0610696673883922,2
6,Priscilla Presley,8,percent,0.09988664339910158,0.10507459972484748,5
6,Shannon Elizabeth,6,percent,0.11789162646164959,0.1150166909349379,7
6,Steve Guttenberg,10,percent,0.07614538219016341,0.0786917025077427,3
7,Brooke Burke,1,percent,0.18023099694907907,0.18102775548272898,10
7,Cloris Leachman,7,percent,0.08693067810641608,0.09746431261371831,6
7,Cody Linley,4,percent,0.13881006495904347,0.1390112681070893,9
7,Jeffrey Ross,13,percent,0.047619047619047616,0.0476109888032036,1
7,Kim Kardashian,11,percent,0.07516788766788768,0.0735433665986069,2
7,Lance Bass,3,percent,0.16641470470197928,0.16336220396671708,10
7,Maurice Greene,5,percent,0.12631173067660212,0.12367614759375098,8
7,Misty May-Treanor,10,percent,0.08917797888386123,0.0887542022337743,2
7,Rocco DiSpirito,9,percent,0.08275377444785592,0.08436272186087115,4
7,Susan Lucci,6,percent,0.11600362585231797,0.11091853977570554,7
7,Ted McGinley,12,percent,0.07341269841269842,0.0634887257811886,1
7,Toni Braxton,8,percent,0.10502115467036421,0.10736025688002834,5
7,Warren Sapp,2,percent,0.16343047535619976,0.16444271335866956,10
8,Belinda Carlisle,13,percent,0.06894168801925615,0.0635988124150412,2
8,Chuck Wicks,6,percent,0.11052867589864035,0.10672128236134815,8
8,David Alan Grier,9,percent,0.08649988569102454,0.0813655632438245,5
8,Denise Richards,12,percent,0.07210382769239798,0.06783073143854806,3
8,Gilles Marini,2,percent,0.16805193319526648,0.16887282201098638,11
8,Holly Madison,11,percent,0.06876085967839185,0.07021097870174385,4
8,Lawrence Taylor,7,percent,0.08963859345744259,0.0867222972551815,7
8,Lil' Kim,5,percent,0.13051729839671677,0.1260428572511609,9
8,Melissa Rycroft,3,percent,0.16183834428096244,0.16280668489020741,11
8,Shawn Johnson,1,percent,0.16247556953709436,0.1609850018191182,11
8,Steve Wozniak,10,percent,0.05165143534567983,0.06744784783129598,4
8,Steve-O,8,percent,0.0692605694485195,0.08413665266604599,6
8,Ty Murray,4,percent,0.12137135515335395,0.11925054916457759,10
9,Aaron Carter,5,percent,0.1117953991912514,0.11278989210336304,8
9,Ashley Hamiliton,16,percent,0.046797967676719905,0.0519598658686016,1
9,Chuck Liddell,11,percent,0.06373816568932587,0.061970956434317825,4
9,Debi Mazar,12,percent,0.06383581665381378,0.05739360040327993,3
9,Donny Osmond,1,percent,0.15000757980423837,0.15119634650302777,10
9,Joanna Krupa,4,percent,0.13269843738143738,0.13216608414702,9
9,Kathy Ireland,14,percent,0.05524276068324306,0.05336517531788195,2
9,Kelly Osbourne,3,percent,0.14009408198947915,0.14139192595871758,10
9,Louie Vito,8,percent,0.076330044655011,0.07845850731832256,6
9,Macy Gray,15,percent,0.046797967676719905,0.0519598658666616,1
9,Mark Dacascos,6,percent,0.09379370752241221,0.09458128435201775,7
9,Melissa Joan Hart,9,percent,0.08340570391946667,0.0789542249960756,6
9,Michael Irvin,7,percent,0.07721422784684509,0.08214795155233125,7
9,Mya,2,percent,0.16069089450030988,0.1592097524664689,10
9,Natalie Coughlin,10,percent,0.08575772847524672,0.08144911244389458,5
9,Tom DeLay,13,percent,0.05620835208340236,0.056888179937775805,3
10,Aiden Turner,9,percent,0.08640123146038634,0.0809646729452351,4
10,Buzz Aldrin,10,percent,0.061856836448487995,0.08142724432287346,3
10,Chad Ochocinco,4,percent,0.13372228059886335,0.13022486325758637,9
10,Erin Andrews,3,percent,0.1661166553153899,0.16380110301548453,10
10,Evan Lysacek,2,percent,0.17420856203742477,0.17472864858561643,10
10,Jake Pavelka,7,percent,0.10750702443465611,0.1084285079034107,6
10,Kate Gosselin,8,percent,0.07831740786108052,0.08414925577306027,5
10,Nicole Scherzinger,1,percent,0.18508565666684257,0.18644593883713045,10
10,Niecy Nash,5,percent,0.1172533280542755,0.11886813086003897,8
10,Pamela Anderson,6,percent,0.1227894280080198,0.12094537560507537,7
10,Shannen Doherty,11,percent,0.08851674641148326,0.07059944957412001,2
11,Audrina Patridge,7,percent,0.11914567876486025,0.1077709294966709,6
11,Brandy,4,percent,0.15571542180078643,0.1528439674325962,9
11,Bristol Palin,3,percent,0.1463294102059998,0.1545306034918385,10
11,David Hasselhoff,12,percent,0.06607929515418502,0.066080372143502,1
11,Florence Henderson,8,percent,0.09378314418668462,0.09067059588325306,5
11,Jennifer Grey,1,percent,0.1771564593352613,0.17587871592089663,10
11,Kurt Warner,5,percent,0.12061418931402332,0.12818985003598238,8
11,Kyle Massey,2,percent,0.16271856307473428,0.16157366523544892,10
11,Margaret Cho,10,percent,0.07632507425199832,0.07357801203878643,3
11,Michael Bolton,11,percent,0.06239161201586701,0.0694491534525167,2
11,Rick Fox,6,percent,0.12167693437740555,0.1204464542780411,7
11,The Situation,9,percent,0.07905932175361109,0.07755979870736475,4
12,Chelsea Kane,3,percent,0.17396818438865877,0.17023402794680798,10
12,Chris Jericho,7,percent,0.11071551473871998,0.11042449925641602,6
12,Hines Ward,1,percent,0.1713060238120397,0.1702506328285422,10
12,Kendra Wilkinson,6,percent,0.11198134646646023,0.1126011191644249,7
12,Kirstie Alley,2,percent,0.15850267869054857,0.16073783936399472,10
12,Mike Catherwood,11,percent,0.07075281803542674,0.0654527453089791,2
12,Petra Nemcova,8,percent,0.10243296645431384,0.09988404566467006,5
12,Ralph Macchio,4,percent,0.13729271332095105,0.14792213981071076,9
12,Romeo,5,percent,0.13151308977541798,0.1272626891271344,8
12,Sugar Ray Leonard,9,percent,0.0890572497666218,0.0859864593107364,4
12,Wendy Williams,10,percent,0.07214333729639161,0.0711159471397839,3
13,Carson Kressley,8,percent,0.09057250516155449,0.09562119095561944,5
13,Chaz Bono,7,percent,0.0928603321090653,0.10532714499314709,6
13,Chynna Phillips,9,percent,0.10143400057910978,0.10483207639591464,4
13,David Arquette,6,percent,0.11527470911506839,0.11197538796036041,7
13,Elisabetta Canalis,11,percent,0.0816474137752888,0.0701029415759856,2
13,Hope Solo,4,percent,0.13604297250086408,0.13935005941456943,9
13,J.R. Martinez,1,percent,0.1722882330557043,0.17359187691901518,10
13,Kristin Cavallari,10,percent,0.09582604499720848,0.08795996282149926,3
13,Metta World Peace (Ron),12,percent,0.06451612903225806,0.0645156177106246,1
13,Nancy Grace,5,percent,0.11733044931434675,0.1189128417648796,8
13,Ricki Lake,3,percent,0.17460649887765328,0.17252869036312685,10
13,Rob Kardashian,2,percent,0.16300497574853307,0.155151482295816,10
14,Donald Driver,1,percent,0.15205779859660243,0.14892116867129115,10
14,Gavin DeGraw,9,percent,0.08427782984197218,0.08501471811066844,5
14,Gladys Knight,8,percent,0.08643435749142353,0.09282006970581617,6
14,Jack Wagner,11,percent,0.08298879513253739,0.08404180164453805,3
14,Jaleel White,7,percent,0.1073292713535083,0.10735899103481612,7
14,Katherine Jenkins,2,percent,0.15747877316028897,0.1598834981970394,10
14,Maria Menounos,4,percent,0.1321622720319212,0.12797425857486494,9
14,Martina Navratilova,12,percent,0.06863555004818944,0.0722595425823514,2
14,Melissa Gilbert,5,percent,0.10282706076596482,0.10549299791046804,8
14,Roshon Fegan,6,percent,0.11503180411701955,0.11267712158520272,8
14,Sherri Sheperd,10,percent,0.0866325212500843,0.08785775720228052,4
14,William Levy,3,percent,0.15482351509526326,0.15332415832381496,10
15,Apolo Anton Ohno,5,percent,0.12371348609950195,0.1209131730287721,9
15,Bristol Palin,9,percent,0.07905262310336751,0.087041366375183,4
15,Drew Lachey,11,percent,0.08187011991161847,0.08243869398642437,3
15,Emmitt Smith,4,percent,0.12168099313699424,0.12534292075988157,9
15,Gilles Marini,6,percent,0.1159897448583239,0.1166666940403546,8
15,Helio Castroneves,10,percent,0.08427254579699713,0.08084125385936773,3
15,Joey Fatone,12,percent,0.07783139397751396,0.07091411967127689,2
15,Kelly Monaco,3,percent,0.14228996387720003,0.1437756291385074,10
15,Kirstie Alley,7,percent,0.10098787047989036,0.10538805060229392,8
15,Melissa Rycroft,1,percent,0.14824047359572481,0.1448567766138985,10
15,Pamela Anderson,13,percent,0.06148282097649186,0.0614835339191353,1
15,Sabrina Bryan,8,percent,0.10701260959784274,0.10282384601404997,6
15,Shawn Johnson,2,percent,0.1476464633378679,0.14626729828527693,10
16,Alexandra Raisman,4,percent,0.14770808632004728,0.14466565355722713,10
16,Andy Dick,7,percent,0.08844613681874174,0.09056635383237019,7
16,D. L. Hughley,9,percent,0.07318702828065769,0.06911440450087826,5
16,Dorothy Hamill,12,percent,0.07658923330231227,0.08666511561320744,2
16,Ingo Rademacher,5,percent,0.11721108137740877,0.1172462004961604,9
16,Jacoby Jones,3,percent,0.1405621491091962,0.13951025838628037,10
16,Kellie Pickler,1,percent,0.14896795040116634,0.14701000110508838,10
16,Lisa Vanderpump,10,percent,0.0805230272451753,0.08241242576125825,4
16,Sean Lowe,6,percent,0.10573945988403785,0.10658663817936972,8
16,Victor Ortiz,8,percent,0.08953033773671344,0.09037802049450074,6
16,Wynonna Judd,11,percent,0.07206766925709625,0.07608916561798718,3
16,Zendaya,2,percent,0.15130890213155446,0.152717990619024,10
17,Amber Riley,1,percent,0.14483559598087672,0.14390694469137172,11
17,Bill Engvall,4,percent,0.1184859309057417,0.13021734722333986,11
17,Bill Nye,11,percent,0.060447457491768636,0.061770647280482295,3
17,Brant Daugherty,7,percent,0.11066000010373848,0.10722666684473328,8
17,Christina Milian,9,percent,0.1004596011349527,0.09309284143035308,5
17,Corbin Bleu,2,percent,0.14457757433326812,0.14226725505855448,11
17,Elizabeth Berkley Lauren,6,percent,0.11986072807932599,0.11668628212162109,9
17,Jack Osbourne,3,percent,0.13664833618451577,0.13456331243122135,11
17,Keyshawn Johnson,12,percent,0.06703771146616541,0.06341082758302505,2
17,Leah Remini,5,percent,0.12050844297851768,0.12192260127673057,10
17,"Nicole ""Snooki"" Polizzi",8,percent,0.10442815965482301,0.10250151944050857,7
17,Valerie Harper,10,percent,0.07303857163909867,0.0792930549220129,4
18,Amy Purdy,2,percent,0.1457977982513589,0.144226358612558,10
18,Billy Dee Williams,10,percent,0.05936365911650607,0.07097445189619796,2
18,Candace Cameron Bure,3,percent,0.13215879747780826,0.13937843959264665,10
18,Charlie White,5,percent,0.13235620355023914,0.13384543164790463,9
18,Cody Simpson,9,percent,0.09932815189800702,0.09626584116639562,5
18,Danica McKellar,6,percent,0.12158438923199373,0.12015863843662312,8
18,Diana Nyad,12,percent,0.06870229007633588,0.0687022900763358,1
18,Drew Carey,8,percent,0.09570401303157694,0.09962182284365,6
18,James Maslow,4,percent,0.14140419114950215,0.13736306250685085,10
18,Meryl Davis,1,percent,0.14889171764808434,0.1474702180213941,10
18,NeNe Leakes,7,percent,0.1046997301860614,0.10336959632216362,7
18,Sean Avery,11,percent,0.08120072581654361,0.0682213546618093,2
19,Alfonso Ribeiro,1,percent,0.14552890260806303,0.14537664985724832,11
19,Antonio Sabato Jr.,8,percent,0.09162304333120683,0.08928928902861959,7
19,Bethany Mota,4,percent,0.1425677695731649,0.14090971408213268,11
19,Betsey Johnson,10,percent,0.07597237041570172,0.07083564990581756,4
19,Janel Parrish,3,percent,0.143761305280546,0.13955547255133574,11
19,Jonathan Bennett,9,percent,0.08821562591911832,0.08966397820471785,6
19,Lea Thompson,6,percent,0.11759815103275188,0.11485854323461069,9
19,Lolo Jones,13,percent,0.05913978494623656,0.0537634583582285,1
19,Michael Waltrip,7,percent,0.08477725968751484,0.09252323932774828,8
19,Randy Couture,11,percent,0.07811193018884001,0.08429154621555973,3
19,Sadie Robertson,2,percent,0.13974318812136144,0.1387724261845228,11
19,Tavis Smiley,12,percent,0.07765252777282719,0.07340424820774875,2
19,Tommy Chong,5,percent,0.10524605702362493,0.111553222136656,10
20,Charlotte McKinney,11,percent,0.07146596125456635,0.07295888615812686,3
20,Chris Soules,5,percent,0.10090528536877522,0.10958847077872051,8
20,Michael Sam,10,percent,0.08285941438555676,0.08312925776388866,4
20,Nastia Liukin,4,percent,0.14120356305010573,0.13774129942783625,9
20,Noah Galloway,3,percent,0.14238857740460387,0.1440935078563263,10
20,Patti LaBelle,8,percent,0.08957515504609354,0.08905295594048013,6
20,Redfoo,12,percent,0.07925978286480706,0.06433296550902551,2
20,Riker Lynch,2,percent,0.16011672270797797,0.15868422433012133,10
20,Robert Herjavec,6,percent,0.10472608238101545,0.11237592671625135,8
20,Rumer Willis,1,percent,0.15972522683450632,0.1591644877337899,10
20,Suzanne Somers,9,percent,0.08485479496157325,0.08531122616322409,5
20,Willow Shields,7,percent,0.11367595842283913,0.10346534842576179,7
21,Alek Skarlatos,3,percent,0.1322589082353661,0.1376942448676955,11
21,Alexa PenaVega,6,percent,0.11719560467014728,0.11276516670141769,9
21,Andy Grammer,7,percent,0.10695935545267986,0.10660066136017163,8
21,Bindi Irwin,1,percent,0.14881717924546212,0.14848356059854656,11
21,Carlos PenaVega,4,percent,0.14491813903805556,0.14232162277493277,11
21,Chaka Khan,13,percent,0.053726432532347504,0.0525754745709862,2
21,Gary Busey,10,percent,0.06769049371385254,0.06951078034746465,4
21,Hayes Grier,8,percent,0.10122110876950975,0.10015640080915011,7
21,Kim Zolciak-Biermann,11,percent,0.058195933456561925,0.052422211820830344,2
21,Nick Carter,2,percent,0.14491209041849773,0.1460931683085522,11
21,Paula Deen,9,percent,0.0722154796135105,0.07170616108752974,6
21,Tamar Braxton,5,percent,0.11608400169133942,0.11950832852827614,9
21,Victor Espinoza,12,percent,0.06419593345656192,0.0584222118208303,2
22,Antonio Brown,5,percent,0.11658489163423291,0.1173463023844554,9
22,Doug Flutie,9,percent,0.0836034143170709,0.0844584543021115,6
22,Geraldo Rivera,12,percent,0.054968533218908676,0.0548888158487183,2
22,Ginger Zee,3,percent,0.14359705049641014,0.14609105692488125,10
22,Jodie Sweetin,6,percent,0.11108432157918322,0.10617260038689633,8
22,Kim Fields,8,percent,0.09810123125504742,0.09760237004630028,7
22,Marla Maples,10,percent,0.08743381181403213,0.08716182372105698,4
22,Mischa Barton,11,percent,0.06900641254857089,0.06856912510269464,3
22,Nyle DiMarco,1,percent,0.147242820344131,0.14815897023183688,10
22,Paige VanZant,2,percent,0.1476625475733689,0.14539667774918316,10
22,Von Miller,7,percent,0.09862138372057457,0.09920990388565519,7
22,Wanya Morris,4,percent,0.12574076404976664,0.12771849790662324,9
23,Amber Rose,9,percent,0.0843228825993591,0.08459096994799448,6
23,Babyface,11,percent,0.07747593641990194,0.0813743560224737,4
23,Calvin Johnson Jr.,3,percent,0.13274272419743607,0.13193095773840743,11
23,Jake T. Austin,13,percent,0.06742424242424241,0.06401518570483244,2
23,James Hinchcliffe,2,percent,0.1407451088881996,0.14201710934759273,11
23,Jana Kramer,4,percent,0.1325872977092758,0.13204332421532938,11
23,Laurie Hernandez,1,percent,0.1412788255650875,0.14221859816819618,11
23,Marilu Henner,6,percent,0.10479708786015493,0.10799359019185946,9
23,Maureen McCormick,8,percent,0.09205822238256947,0.08889804831429755,7
23,Rick Perry,12,percent,0.06462509712509712,0.0662889514530825,3
23,Ryan Lochte,7,percent,0.09424592676162899,0.09338803487602662,8
23,Terra Jole,5,percent,0.11844798527736325,0.11591833180226088,10
23,Vanilla Ice,10,percent,0.07712826206360689,0.07730834983269966,4
24,Bonner Bolton,5,percent,0.10463335743260319,0.10956244827768015,8
24,Charo,11,percent,0.07398213740888591,0.07190867472603156,3
24,Chris Kattan,12,percent,0.061682280730092076,0.05808908007870745,2
24,David Ross,2,percent,0.1437954384587476,0.15293834306692475,10
24,Erika Jayne,9,percent,0.08893268652915065,0.08692804876949858,5
24,Heather Morris,8,percent,0.10761518133982657,0.10195947648100108,6
24,Mr. T,10,percent,0.07384459575931117,0.07234920889062688,4
24,Nancy Kerrigan,7,percent,0.10990269182983395,0.10780401176148217,7
24,Nick Viall,6,percent,0.09855232713680981,0.09916547344749323,7
24,Normani,3,percent,0.16394134517142975,0.1608232963575679,10
24,Rashad Jennings,1,percent,0.1611211532273851,0.16045630368332228,10
24,Simone Biles,4,percent,0.14268052908758272,0.14053738484511802,9
25,Barbara Corcoran,13,percent,0.060367313532160974,0.0591740616456284,2
25,Debbie Gibson,12,percent,0.07304200163692412,0.06915363999086946,2
25,Derek Fisher,11,percent,0.0789300163691347,0.07892303769305642,4
25,Drew Scott,4,percent,0.12188305473136338,0.12420285388122812,10
25,Frankie Muniz,3,percent,0.13007138285179012,0.1287132025378894,10
25,Jordan Fisher,1,percent,0.14195276323134984,0.1421154355627004,10
25,Lindsey Stirling,2,percent,0.13769251438731028,0.1380847964964659,10
25,Nick Lachey,9,percent,0.08021475609617855,0.0855933209399692,6
25,Nikki Bella,8,percent,0.09461852834870998,0.09609457826977444,7
25,Sasha Pieterse,10,percent,0.08319289580164686,0.0825329216420676,5
25,Terrell Owens,6,percent,0.10028490168450452,0.09785080688110828,8
25,Vanessa Lachey,7,percent,0.09882785488408297,0.09932016578907878,7
25,Victoria Arlen,5,percent,0.11642302671958471,0.1132839293178828,9
26,Adam Rippon,1,percent,0.1965243885133246,0.1953301820470941,4
26,Arike Ogunbowale,7,percent,0.11303960836671116,0.1044576769056424,2
26,Chris Mazdzer,5,percent,0.12658753008223708,0.1259520657152546,3
26,Jamie Anderson,10,percent,0.09047619047619047,0.0794325723778223,1
26,Jennie Finch Daigle,6,percent,0.11839925587987776,0.12689067226858927,3
26,Johnny Damon,9,percent,0.08571428571428572,0.0841944828244347,1
26,Josh Norman,2,percent,0.18636771092367493,0.18709765100916753,4
26,Kareem Abdul-Jabbar,8,percent,0.09561637739207833,0.09831632593291965,2
26,Mirai Nagasu,4,percent,0.13790611459478005,0.13737547350485327,3
26,Tonya Harding,3,percent,0.18156261321831546,0.18261474310737008,4
27,Alexis Ren,4,percent,0.13137732395208157,0.1292161704887814,9
27,Bobby Bones,1,percent,0.11195768588939968,0.12158792676987715,9
27,Danelle Umstead,12,percent,0.06949005110362075,0.0700149396676054,2
27,DeMarcus Ware,7,percent,0.10290487068524325,0.10353977116212475,7
27,Evanna Lynch,3,percent,0.13029271350152363,0.1229043924825254,9
27,Joe Amabile,6,percent,0.08427779651096749,0.1062301735745567,8
27,John Schneider,8,percent,0.09047059470917732,0.09227139635206004,7
27,Juan Pablo Di Pace,5,percent,0.12165602818450072,0.11374057948426806,8
27,Mary Lou Retton,9,percent,0.09691750936167394,0.09233120199576549,6
27,Milo Manheim,2,percent,0.13507641146978278,0.13032208868181472,9
27,Nancy McKeon,11,percent,0.0778123274328318,0.07582561058659533,3
27,Nikki Glaser,13,percent,0.06862745098039216,0.0549068166903277,1
27,Tinashe,10,percent,0.09950358492601209,0.08921996434079993,4
28,Ally Brooke,3,bottom2,0.1449424500540926,0.11774438769638323,11
28,Hannah Brown,1,bottom2,0.14145589367480205,0.12239447486017575,11
28,James Van Der Beek,5,bottom2,0.13103094092769563,0.19739058000689363,10
28,Karamo Brown,8,bottom2,0.09739456259795708,0.09856390940989089,7
28,Kate Flannery,7,bottom2,0.10862732931837796,0.047826554902308825,8
28,Kel Mitchell,2,bottom2,0.14004893026470308,0.0891540143594692,11
28,Lamar Odom,10,bottom2,0.06054003260534632,0.017702804983872174,4
28,Lauren Alaina,4,bottom2,0.13495791839800947,0.25044231825615415,11
28,Mary Wilson,12,bottom2,0.07739378346429315,0.045042476484665556,2
28,Ray Lewis,11,bottom2,0.07231764133231347,0.02526890008006355,2
28,Sailor Brinkley-Cook,9,bottom2,0.10495033216361267,0.12194326848711556,6
28,Sean Spicer,6,bottom2,0.08801865874292963,0.0703726293290786,9
29,AJ McLean,7,bottom2,0.09209112626567495,0.09535934271298833,9
29,Anne Heche,13,bottom2,0.06457826498586244,0.035339642812389827,4
29,Carole Baskin,14,bottom2,0.0478734590834235,0.005472604015393867,3
29,Charles Oakley,15,bottom2,0.05054945054945055,0.004617756090201449,2
29,Chrishell Stause,8,bottom2,0.08058646900446763,0.036550552081512276,8
29,Jeannie Mai,9,bottom2,0.07946931622787269,0.10111853364223651,7
29,Jesse Metcalfe,12,bottom2,0.06992695043356828,0.05968753332410546,5
29,Johnny Weir,6,bottom2,0.1041658850248806,0.04798099776238992,10
29,Justina Machado,4,bottom2,0.11587162582983755,0.15869417269585903,11
29,Kaitlyn Bristowe,1,bottom2,0.11969932254620984,0.10976966889513226,11
29,Monica Aldama,10,bottom2,0.08030089782948122,0.11451271880148543,7
29,Nelly,3,bottom2,0.10656418310607023,0.1395909845087911,11
29,Nev Schulman,2,bottom2,0.12117762578604348,0.13444613418670695,11
29,Skai Jackson,5,bottom2,0.09831012045881476,0.1256057777440934,10
29,Veron Davis,11,bottom2,0.07237152298741988,0.028519141918676768,6
30,Amanda Kloots,4,bottom2,0.11909111818914389,0.09466273866416024,10
30,Brian Austin Green,13,bottom2,0.06285563484947118,0.0304528505998825,4
30,Christine Chiu,14,bottom2,0.06703782397478074,0.0269149886077522,3
30,Cody Rigsby,3,bottom2,0.10724626929936973,0.12428593256817641,10
30,Iman Shumpert,1,bottom2,0.10825456267479208,0.10908599425057086,10
30,Jimmie Allen,7,bottom2,0.08601278140761462,0.053155472516505,8
30,JoJo Siwa,2,bottom2,0.1222161592120921,0.15255411757687962,10
30,Kenya Moore,10,bottom2,0.07600128317597692,0.10295385013969384,6
30,Martin Kove,15,bottom2,0.037240082322049534,0.0039302413194475,2
30,Matt James,12,bottom2,0.0645440113338498,0.02722089802387665,4
30,Melanie C,11,bottom2,0.07963225144700736,0.11067706636216279,5
30,Melora Hardin,6,bottom2,0.10051733503490623,0.05511338231244624,9
30,"Mike ""The Miz"" Mizanin",9,bottom2,0.07989317071438191,0.06551356195337472,7
30,Olivia Jade,8,bottom2,0.0925795904738403,0.03920078520132325,8
30,Suni Lee,5,bottom2,0.0999900603652144,0.22335976195196594,9
31,Charli D'Amelio,1,bottom2,0.12420739928260309,0.04480649789547275,10
31,Cheryl Ladd,14,bottom2,0.05516601521728903,0.015555253947648234,3
31,Daniel Durant,5,bottom2,0.09501389881218818,0.12635197364316542,9
31,Gabby Windey,2,bottom2,0.1194001227009045,0.2766877711829401,10
31,Heidi D'Amelio,8,bottom2,0.0879269854560438,0.06361240407361177,8
31,Jason Lewis,16,bottom2,0.04712041884816754,0.0029031416103227,1
31,Jessie James Decker,10,bottom2,0.07103044990659112,0.018805402130165214,6
31,Jordin Sparks,9,bottom2,0.08173973917388014,0.07322022991524414,7
31,Joseph Baena,11,bottom2,0.067350547217335,0.03447516903854564,5
31,Sam Champion,13,bottom2,0.05961829156727627,0.015430902606483976,4
31,Selma Blair,12,bottom2,0.07559469183740075,0.18517785546413354,5
31,Shangela,4,bottom2,0.11393315557585164,0.18097797929736706,10
31,Teresa Giudice,15,bottom2,0.05409063183042749,0.006784505454490251,2
31,Trevor Donovan,6,bottom2,0.09262717813995115,0.04939148312503556,9
31,Vinny Guadagnino,7,bottom2,0.07215623178066669,0.0327981145667534,8
31,Wayne Brady,3,bottom2,0.11827978305830888,0.0773801586716186,10
32,Adrian Peterson,11,bottom2,0.07413968577861767,0.09354199642029459,4
32,Alyson Hannigan,5,bottom2,0.11286054404984175,0.1617117080225685,11
32,Ariana Madix,3,bottom2,0.1347812752420541,0.2023233382486693,11
32,Barry Williams,7,bottom2,0.09220696125495066,0.10679466693628627,8
32,Charity Lawson,4,bottom2,0.13461325854728431,0.10516855775803952,11
32,Harry Jowsey,6,bottom2,0.08908138886719807,0.07256874704140465,9
32,Jamie Lynn Spears,13,bottom2,0.06608097784568373,0.01554925641807485,2
