season,week,celebrity_name,fan_vote_share,fan_vote_est,fan_vote_sd,method,judge_total,elim_week,withdrew
2,2,Stacy Keibler,0.11879772546725928,1187977.2546725927,0.0027484014200763983,rank,29.0,,False
2,2,Jerry Rice,0.10749262718033965,1074926.2718033965,0.011221433650415044,rank,23.0,,False
2,2,Giselle Fernandez,0.13129179131994967,1312917.9131994967,0.009993004678321237,rank,24.0,3.0,False
2,2,Master P,0.1450998695488651,1450998.695488651,0.028633256651356947,rank,16.0,4.0,False
2,2,Drew Lachey,0.16036015604197598,1603601.5604197597,0.05538768503852975,rank,27.0,,False
2,3,Tia Carrere,0.10481579719564853,1048157.9719564853,0.019428829033310634,rank,26.0,5.0,False
2,3,George Hamilton,0.1414865270176463,1414865.270176463,0.007045968659318356,rank,22.0,6.0,False
2,3,Lisa Rinna,0.09484125530389138,948412.5530389139,0.02249752417428684,rank,25.0,7.0,False
2,3,Stacy Keibler,0.1280223037935221,1280223.037935221,0.005719870156829138,rank,27.0,,False
2,3,Jerry Rice,0.11583937081554578,1158393.7081554579,0.014135990612398789,rank,19.0,,False
2,3,Giselle Fernandez,0.08581591657246233,858159.1657246234,0.023999643942575057,rank,22.0,3.0,False
2,3,Master P,0.15636679495942707,1563667.9495942707,0.025831106071895447,rank,14.0,4.0,False
2,3,Drew Lachey,0.17281203434185657,1728120.3434185658,0.05290478318818666,rank,27.0,,False
2,4,Tia Carrere,0.17104519515715394,1710451.9515715395,0.02251185833696836,rank,25.0,5.0,False
2,4,George Hamilton,0.154768092753456,1547680.92753456,0.0034520844922873327,rank,21.0,6.0,False
2,4,Lisa Rinna,0.1037441550593447,1037441.550593447,0.025891074488239695,rank,26.0,7.0,False
2,4,Stacy Keibler,0.14003996144138703,1400399.6144138703,0.009409207606721919,rank,26.0,,False
2,4,Jerry Rice,0.12671339713247998,1267133.9713247998,0.01779831698965615,rank,24.0,,False
2,4,Master P,0.11465502309191833,1146550.2309191832,0.022982720237615547,rank,8.0,4.0,False
2,4,Drew Lachey,0.18903417536426012,1890341.7536426012,0.050117376492977594,rank,28.0,,False
2,5,Tia Carrere,0.14138083210031413,1413808.3210031413,0.02256022915662071,rank,22.0,5.0,False
2,5,George Hamilton,0.17268293827830353,1726829.3827830353,0.0010711571742777603,rank,24.0,6.0,False
2,5,Lisa Rinna,0.12792666707742376,1279266.6707742375,0.027644508677330492,rank,25.0,7.0,False
2,5,Stacy Keibler,0.15624998401060317,1562499.8401060316,0.014145272398016884,rank,30.0,,False
2,5,Jerry Rice,0.19084416143303312,1908441.6143303313,0.018472544014527973,rank,23.0,,False
2,5,Drew Lachey,0.21091541710032233,2109154.1710032234,0.04694862339171786,rank,27.0,,False
2,6,George Hamilton,0.1621203478685732,1621203.478685732,0.02905500813787428,rank,23.0,6.0,False
2,6,Lisa Rinna,0.1980142400405615,1980142.400405615,0.007032394633954656,rank,27.0,7.0,False
2,6,Stacy Keibler,0.17917069369265443,1791706.9369265442,0.020520066554726425,rank,30.0,,False
2,6,Jerry Rice,0.21883957945767904,2188395.79457679,0.013347604214711617,rank,23.0,,False
2,6,Drew Lachey,0.2418551389405318,2418551.389405318,0.043259865111843765,rank,30.0,,False
2,7,Lisa Rinna,0.23632778232153764,2363277.8232153766,0.015451555514968483,rank,26.5,7.0,False
2,7,Stacy Keibler,0.21383822036598443,2138382.203659844,0.0297195140994042,rank,27.5,,False
2,7,Jerry Rice,0.26118259215507555,2611825.9215507554,0.00640227703858482,rank,20.5,,False
2,7,Drew Lachey,0.28865140515740234,2886514.0515740234,0.038768792575787844,rank,27.5,,False
2,8,Stacy Keibler,0.3006096053557273,3006096.053557273,0.028715665851608254,rank,28.6665,,False
2,8,Jerry Rice,0.3322249935333472,3322249.935333472,0.0040876851420927115,rank,26.666600000000003,,False
2,8,Drew Lachey,0.3671654011109255,3671654.011109255,0.03280335099370098,rank,28.9998,,False
3,1,Harry Hamlin,0.08018867924528301,801886.7924528301,0.0,percent,17.0,3.0,False
3,1,Vivica A. Fox,0.10377358490566038,1037735.8490566039,0.0,percent,22.0,4.0,False
3,1,Monique Coleman,0.08962264150943396,896226.4150943395,0.0,percent,19.0,8.0,False
3,1,Joey Lawrence,0.09905660377358491,990566.0377358492,0.0,percent,21.0,,False
3,1,Mario Lopez,0.12264150943396226,1226415.0943396227,0.0,percent,26.0,,False
3,1,Emmitt Smith,0.11320754716981132,1132075.4716981133,0.0,percent,24.0,,False
3,1,Shanna Moakler,0.08490566037735849,849056.6037735848,0.0,percent,18.0,2.0,False
3,1,Willa Ford,0.10377358490566038,1037735.8490566039,0.0,percent,22.0,5.0,False
3,1,Sara Evans,0.07075471698113207,707547.1698113207,0.0,percent,15.0,,True
3,1,Jerry Springer,0.07547169811320754,754716.9811320754,0.0,percent,16.0,7.0,False
3,1,Tucker Carlson,0.05660377358490566,566037.7358490566,0.0,percent,12.0,1.0,False
3,2,Harry Hamlin,0.08710144931635512,871014.4931635512,0.0013455227530107662,percent,21.0,3.0,False
3,2,Vivica A. Fox,0.10811594206392548,1081159.4206392549,0.0012063307528929904,percent,24.0,4.0,False
3,2,Monique Coleman,0.10101449283682941,1010144.928368294,0.003850978996894638,percent,26.0,8.0,False
3,2,Joey Lawrence,0.11202898551914618,1120289.8551914617,0.004500541749682665,percent,29.0,,False
3,2,Mario Lopez,0.11710144930647329,1171014.493064733,0.008259124816285802,percent,21.0,,False
3,2,Emmitt Smith,0.11478260863949795,1147826.0863949794,0.003340608310173092,percent,24.0,,False
3,2,Shanna Moakler,0.07859903376324144,785990.3376324144,0.0015148081656770132,percent,22.0,2.0,False
3,2,Willa Ford,0.10666666668022207,1066666.6668022207,0.002134277501352563,percent,23.0,5.0,False
3,2,Sara Evans,0.08294685985019798,829468.5985019798,0.002263825094547814,percent,21.0,,True
3,2,Jerry Springer,0.09164251202411101,916425.1202411101,0.0015148081656770071,percent,19.0,7.0,False
3,3,Harry Hamlin,0.09686989357446117,968698.9357446117,0.001209544826796634,percent,22.0,3.0,False
3,3,Vivica A. Fox,0.1217039087462007,1217039.087462007,0.002795407857729909,percent,27.0,4.0,False
3,3,Monique Coleman,0.1165656869652041,1165656.869652041,0.004440538206064131,percent,27.0,8.0,False
3,3,Joey Lawrence,0.1164838585482621,1164838.5854826209,0.0032669589342157277,percent,22.0,,False
3,3,Mario Lopez,0.1201540170311088,1201540.170311088,0.004442052060302362,percent,22.0,,False
3,3,Emmitt Smith,0.11364544106808627,1136454.4106808626,0.00293745663849725,percent,19.0,,False
3,3,Willa Ford,0.1126039768275211,1126039.768275211,0.0020247176380695456,percent,22.0,5.0,False
3,3,Sara Evans,0.10027240579029838,1002724.0579029837,0.006563761488241235,percent,25.0,,True
3,3,Jerry Springer,0.10170081144885731,1017008.1144885732,0.0003070832734111984,percent,21.0,7.0,False
3,4,Vivica A. Fox,0.10657931388092783,1065793.1388092781,0.0017830181053139456,percent,24.0,4.0,False
3,4,Monique Coleman,0.12644973571513554,1264497.3571513554,0.001676854796688438,percent,24.0,8.0,False
3,4,Joey Lawrence,0.1314398372333226,1314398.3723332258,0.001576384844764607,percent,27.0,,False
3,4,Mario Lopez,0.1375160541233297,1375160.541233297,0.0028649474192650837,percent,29.0,,False
3,4,Emmitt Smith,0.12429408776721204,1242940.8776721205,0.0009867107145651592,percent,24.0,,False
3,4,Willa Ford,0.1302593132151864,1302593.132151864,0.003571287563165743,percent,28.0,5.0,False
3,4,Sara Evans,0.12678133408294803,1267813.3408294804,0.001783018105313935,percent,20.0,,True
3,4,Jerry Springer,0.11668032398193781,1166803.2398193781,0.0017830181053139287,percent,22.0,7.0,False
3,5,Monique Coleman,0.1440800048815147,1440800.048815147,0.001630005540523388,percent,27.0,8.0,False
3,5,Joey Lawrence,0.14412035588740982,1441203.5588740981,0.0019204598817435818,percent,25.0,,False
3,5,Mario Lopez,0.1523376439947754,1523376.439947754,0.0010137372756369503,percent,27.0,,False
3,5,Emmitt Smith,0.14247146967611504,1424714.6967611504,0.0021449897279299723,percent,27.0,,False
3,5,Willa Ford,0.12794711809648895,1279471.1809648895,0.0002802660394542208,percent,27.0,5.0,False
3,5,Sara Evans,0.14452170373184806,1445217.0373184807,0.00028026603945423083,percent,24.0,,True
3,5,Jerry Springer,0.14452170373184808,1445217.037318481,0.00028026603945423083,percent,24.0,7.0,False
3,6,Monique Coleman,0.19699817099375197,1969981.7099375196,0.0006668587385480927,percent,23.0,8.0,False
3,6,Joey Lawrence,0.19986000503242407,1998600.0503242407,0.0011300955531055243,percent,24.0,,False
3,6,Mario Lopez,0.2186892782802885,2186892.782802885,0.005954539702178542,percent,28.0,,False
3,6,Emmitt Smith,0.20117392170800213,2011739.2170800213,0.003422625204077627,percent,25.0,,False
3,6,Jerry Springer,0.18327862398553332,1832786.2398553332,0.009840401720813593,percent,18.0,7.0,False
3,7,Monique Coleman,0.19799878066250562,1979987.806625056,0.0006407028024827962,percent,27.0,8.0,False
3,7,Joey Lawrence,0.20361037372555402,2036103.7372555402,0.0024014076673547474,percent,28.5,,False
3,7,Mario Lopez,0.21492865465598168,2149286.5465598167,0.0024079740276538907,percent,28.0,,False
3,7,Emmitt Smith,0.2044863181755351,2044863.181755351,0.0021209686107549904,percent,28.5,,False
3,7,Jerry Springer,0.1789758727804236,1789758.7278042359,0.0027551050529386477,percent,23.0,7.0,False
3,8,Monique Coleman,0.24181357762089403,2418135.7762089404,0.00041802426296266756,percent,26.5,8.0,False
3,8,Joey Lawrence,0.24789920951661681,2478992.095166168,6.172211514256819e-05,percent,27.0,,False
3,8,Mario Lopez,0.2616767417065459,2616767.4170654593,6.68652005829341e-05,percent,28.5,,False
3,8,Emmitt Smith,0.24861047115594326,2486104.7115594326,0.0002894369472371696,percent,27.0,,False
3,9,Joey Lawrence,0.3290867102507653,3290867.102507653,0.001359582759332005,percent,29.5,,False
3,9,Mario Lopez,0.3412011733814223,3412011.733814223,0.0025189378654057347,percent,29.5,,False
3,9,Emmitt Smith,0.32971211636781245,3297121.1636781245,0.0011593551060737053,percent,29.5,,False
3,10,Mario Lopez,0.5057081678507567,5057081.678507566,0.0018275053958338278,percent,29.666600000000003,,False
3,10,Emmitt Smith,0.4942918321492433,4942918.321492434,0.0018275053958338203,percent,29.666600000000003,,False
4,1,John Ratzenberger,0.0825242718446602,825242.718446602,0.0,percent,17.0,7.0,False
4,1,Ian Ziering,0.10194174757281553,1019417.4757281553,0.0,percent,21.0,9.0,False
4,1,Clyde Drexler,0.07766990291262135,776699.0291262135,0.0,percent,16.0,5.0,False
4,1,Laila Ali,0.11165048543689321,1116504.854368932,1.3877787807814457e-17,percent,23.0,,False
4,1,Apolo Anton Ohno,0.10194174757281553,1019417.4757281553,0.0,percent,21.0,,False
4,1,Shandi Finnessey,0.09223300970873786,922330.0970873786,0.0,percent,19.0,3.0,False
4,1,Paulina Porizkova,0.09223300970873786,922330.0970873786,0.0,percent,19.0,2.0,False
4,1,Heather Mills,0.08737864077669903,873786.4077669904,0.0,percent,18.0,6.0,False
4,1,Billy Ray Cyrus,0.06310679611650485,631067.9611650485,0.0,percent,13.0,8.0,False
4,1,Joey Fatone,0.11650485436893204,1165048.5436893203,1.3877787807814457e-17,percent,24.0,,False
4,1,Leeza Gibbons,0.07281553398058252,728155.3398058251,0.0,percent,15.0,4.0,False
4,2,John Ratzenberger,0.08358760980597034,835876.0980597034,0.000680605857868677,percent,21.0,7.0,False
4,2,Ian Ziering,0.0978931378395314,978931.378395314,0.0025913753908225323,percent,22.0,9.0,False
4,2,Clyde Drexler,0.08715408493472032,871540.8493472033,0.0004379739701902473,percent,18.0,5.0,False
4,2,Laila Ali,0.11116835083734246,1111683.5083734246,0.00030859768961268014,percent,27.0,,False
4,2,Apolo Anton Ohno,0.10333531469591445,1033353.1469591445,0.0008919741847017326,percent,26.0,,False
4,2,Shandi Finnessey,0.0886995575023843,886995.575023843,0.002261640782560014,percent,20.0,3.0,False
4,2,Paulina Porizkova,0.07490918697553667,749091.8697553667,0.00043797397019024485,percent,21.0,2.0,False
4,2,Heather Mills,0.09090548841245764,909054.8841245765,0.002257413311458771,percent,24.0,6.0,False
4,2,Billy Ray Cyrus,0.07490918697553665,749091.8697553666,0.002758988987363055,percent,21.0,8.0,False
4,2,Joey Fatone,0.1103229641302073,1103229.641302073,0.003956814654560072,percent,24.0,,False
4,2,Leeza Gibbons,0.07711511789039856,771151.1789039855,0.0027518853385966402,percent,21.0,4.0,False
4,3,John Ratzenberger,0.09081887437214954,908188.7437214954,0.00029599519833928734,percent,20.0,7.0,False
4,3,Ian Ziering,0.10724524693942397,1072452.4693942398,0.0009116081543882301,percent,24.0,9.0,False
4,3,Clyde Drexler,0.10312354831726529,1031235.4831726529,0.0021742799683834822,percent,16.0,5.0,False
4,3,Laila Ali,0.11221623626696359,1122162.3626696358,0.005087578002069123,percent,21.0,,False
4,3,Apolo Anton Ohno,0.10963488289358266,1096348.8289358267,0.0013227529593995895,percent,23.0,,False
4,3,Shandi Finnessey,0.08018776850075153,801877.6850075152,0.0021742799683834766,percent,21.0,3.0,False
4,3,Heather Mills,0.10221191817375956,1022119.1817375956,0.0025235629979340124,percent,24.0,6.0,False
4,3,Billy Ray Cyrus,0.08608438376882194,860843.8376882194,0.003278695615142883,percent,21.0,8.0,False
4,3,Joey Fatone,0.11619867291921143,1161986.7291921144,0.0019557823250676604,percent,24.0,,False
4,3,Leeza Gibbons,0.09227846784807037,922784.6784807036,0.005704812397852506,percent,24.0,4.0,False
4,4,John Ratzenberger,0.09442333473594412,944233.3473594412,0.0033427325543480386,percent,16.0,7.0,False
4,4,Ian Ziering,0.11983507446788726,1198350.7446788726,0.0020748419524317745,percent,24.0,9.0,False
4,4,Clyde Drexler,0.10105825337472708,1010582.5337472708,0.005620388530383954,percent,15.0,5.0,False
4,4,Laila Ali,0.118174818342314,1181748.18342314,0.002448716537552001,percent,21.0,,False
4,4,Apolo Anton Ohno,0.12507582008505408,1250758.2008505408,0.0037670507251458428,percent,26.0,,False
4,4,Heather Mills,0.11443260424674617,1144326.0424674617,0.0021194436631569026,percent,23.0,6.0,False
4,4,Billy Ray Cyrus,0.09923482745941263,992348.2745941263,0.0036150414754839177,percent,21.0,8.0,False
4,4,Joey Fatone,0.13334193255197055,1333419.3255197054,0.004490669117406695,percent,28.0,,False
4,4,Leeza Gibbons,0.09442333473594412,944233.3473594412,0.004678801865052476,percent,16.0,4.0,False
4,5,John Ratzenberger,0.10360340012566321,1036034.0012566322,0.00042602317865534544,percent,18.0,7.0,False
4,5,Ian Ziering,0.13367462963997184,1336746.2963997184,0.0008609022070334672,percent,24.0,9.0,False
4,5,Clyde Drexler,0.09901819196828976,990181.9196828976,0.008053387233691324,percent,13.0,5.0,False
4,5,Laila Ali,0.14002814125791066,1400281.4125791066,0.006103063536226766,percent,28.0,,False
4,5,Apolo Anton Ohno,0.14889639369707824,1488963.9369707825,0.006901976201881386,percent,30.0,,False
4,5,Heather Mills,0.12401562548058552,1240156.2548058552,0.0015039157699672746,percent,21.0,6.0,False
4,5,Billy Ray Cyrus,0.10525158139252364,1052515.8139252365,0.0027727680357008825,percent,17.0,8.0,False
4,5,Joey Fatone,0.14551203643797717,1455120.3643797718,0.001109847727126795,percent,25.0,,False
4,6,John Ratzenberger,0.13504188631941325,1350418.8631941325,8.074912259791275e-05,percent,19.0,7.0,False
4,6,Ian Ziering,0.14596916662615855,1459691.6662615854,0.0015343296263063979,percent,24.0,9.0,False
4,6,Laila Ali,0.15851348028186807,1585134.8028186806,0.0019824303222248226,percent,28.0,,False
4,6,Apolo Anton Ohno,0.1650753977849249,1650753.9778492488,0.0001182963597510248,percent,28.0,,False
4,6,Heather Mills,0.11151247455470738,1115124.7455470737,8.074912259791015e-05,percent,23.0,6.0,False
4,6,Billy Ray Cyrus,0.12327718043706032,1232771.8043706033,8.074912259790279e-05,percent,21.0,8.0,False
4,6,Joey Fatone,0.16061041399586756,1606104.1399586757,0.0005720517039611026,percent,27.0,,False
4,7,John Ratzenberger,0.1303546179304924,1303546.179304924,0.002361879319283845,percent,22.5,7.0,False
4,7,Ian Ziering,0.16777875699708064,1677787.5699708064,0.0022342179731821648,percent,27.0,9.0,False
4,7,Laila Ali,0.18258498557022015,1825849.8557022016,0.002674433169110435,percent,29.5,,False
4,7,Apolo Anton Ohno,0.18211490360605853,1821149.0360605854,0.0023555884559060005,percent,27.0,,False
4,7,Billy Ray Cyrus,0.15300833961334034,1530083.3961334035,0.0023618793192838527,percent,19.0,8.0,False
4,7,Joey Fatone,0.18415839628280795,1841583.9628280795,0.002170695952181085,percent,29.5,,False
4,8,Ian Ziering,0.19103552177550215,1910355.2177550215,0.0012116394305847866,percent,23.5,9.0,False
4,8,Laila Ali,0.21035404478485537,2103540.447848554,0.00025655196218761424,percent,26.5,,False
4,8,Apolo Anton Ohno,0.21663378807489336,2166337.8807489336,0.00462366692124213,percent,29.0,,False
4,8,Billy Ray Cyrus,0.16776038773262247,1677603.8773262247,0.005239665493338718,percent,19.0,8.0,False
4,8,Joey Fatone,0.21421625763212665,2142162.5763212666,0.0015710860404938014,percent,27.5,,False
4,9,Ian Ziering,0.23460450914692224,2346045.091469222,0.003240374416076381,percent,29.0,9.0,False
4,9,Laila Ali,0.2528925776454854,2528925.776454854,8.707586757785664e-05,percent,30.0,,False
4,9,Apolo Anton Ohno,0.25651650473805787,2565165.0473805787,0.0024240169946952803,percent,29.5,,False
4,9,Joey Fatone,0.2559864084695344,2559864.0846953443,0.0009034332889589869,percent,30.0,,False
4,10,Laila Ali,0.329666955808661,3296669.55808661,0.00047431935562382803,percent,28.333200000000005,,False
4,10,Apolo Anton Ohno,0.336684453609127,3366844.5360912704,0.000987376855790258,percent,29.3332,,False
4,10,Joey Fatone,0.333648590582212,3336485.90582212,0.0005130575001664316,percent,28.6665,,False
5,1,Cameron Mathison,0.08171206225680934,817120.6225680934,0.0,percent,21.0,8.0,False
5,1,Jane Seymour,0.0933852140077821,933852.140077821,0.0,percent,24.0,7.0,False
5,1,Sabrina Bryan,0.10116731517509728,1011673.1517509727,0.0,percent,26.0,6.0,False
5,1,Jennie Garth,0.08171206225680934,817120.6225680934,0.0,percent,21.0,9.0,False
5,1,Floyd Mayweather Jr. ,0.07003891050583658,700389.1050583657,0.0,percent,18.0,4.0,False
5,1,Josie Maran,0.0622568093385214,622568.093385214,0.0,percent,16.0,1.0,False
5,1,Albert Reed,0.08171206225680934,817120.6225680934,0.0,percent,21.0,2.0,False
5,1,Helio Castroneves,0.09727626459143969,972762.6459143969,0.0,percent,25.0,,False
5,1,Mel B,0.0933852140077821,933852.140077821,0.0,percent,24.0,,False
5,1,Wayne Newton,0.07392996108949416,739299.6108949416,0.0,percent,19.0,3.0,False
5,1,Marie Osmond,0.08171206225680934,817120.6225680934,0.0,percent,21.0,,False
5,1,Mark Cuban,0.08171206225680934,817120.6225680934,0.0,percent,21.0,5.0,False
5,2,Cameron Mathison,0.08750305103398641,875030.5103398641,0.00023437818333363637,percent,21.0,8.0,False
5,2,Jane Seymour,0.09580180619123431,958018.0619123431,0.0024219079986994236,percent,21.0,7.0,False
5,2,Sabrina Bryan,0.1083371107655697,1083371.107655697,0.00029018252362425457,percent,26.0,6.0,False
5,2,Jennie Garth,0.08750305103398642,875030.5103398642,0.00023437818333363594,percent,21.0,9.0,False
5,2,Floyd Mayweather Jr. ,0.07920429583203656,792042.9583203656,0.002890625435876937,percent,21.0,4.0,False
5,2,Albert Reed,0.06793007659086746,679300.7659086746,0.00156963275104441,percent,21.0,2.0,False
5,2,Helio Castroneves,0.10697141926021801,1069714.1926021802,0.002072200864807787,percent,27.0,,False
5,2,Mel B,0.09860292666446507,986029.2666446507,0.0006287288075082303,percent,23.0,,False
5,2,Wayne Newton,0.09314016062448091,931401.6062448091,0.0015696327510444077,percent,15.0,3.0,False
5,2,Marie Osmond,0.09170473167134441,917047.3167134441,0.0029241469982854386,percent,24.0,,False
5,2,Mark Cuban,0.08330137033181073,833013.7033181073,0.002456010242497617,percent,18.0,5.0,False
5,3,Cameron Mathison,0.09466500349346103,946650.0349346104,0.0005025745514583739,percent,23.0,8.0,False
5,3,Jane Seymour,0.10617952121095238,1061795.2121095238,0.0021748970753528688,percent,27.0,7.0,False
5,3,Sabrina Bryan,0.11514544694955803,1151454.4694955803,0.0006964650013355281,percent,27.0,6.0,False
5,3,Jennie Garth,0.09884910391190305,988491.0391190305,0.003182513604898253,percent,26.0,9.0,False
5,3,Floyd Mayweather Jr. ,0.08593988602347666,859398.8602347666,0.0006166708139265379,percent,21.0,4.0,False
5,3,Helio Castroneves,0.1099845303292579,1099845.303292579,0.0030635760111177735,percent,24.0,,False
5,3,Mel B,0.10818303361089424,1081830.3361089423,0.0015332667868307862,percent,27.0,,False
5,3,Wayne Newton,0.09172346752928041,917234.6752928041,0.0052546417066164,percent,18.0,3.0,False
5,3,Marie Osmond,0.1018543724602799,1018543.7246027989,0.0022200681874100293,percent,26.0,,False
5,3,Mark Cuban,0.08747563448093623,874756.3448093623,0.0012153083965092937,percent,20.0,5.0,False
5,4,Cameron Mathison,0.10794547943007916,1079454.7943007916,0.0023838887238092424,percent,27.0,8.0,False
5,4,Jane Seymour,0.11497147406220438,1149714.7406220438,0.0012370624440054467,percent,26.0,7.0,False
5,4,Sabrina Bryan,0.12725083659888325,1272508.3659888324,0.0003058050022717313,percent,30.0,6.0,False
5,4,Jennie Garth,0.11101628425645445,1110162.8425645444,0.0013998420489704385,percent,27.0,9.0,False
5,4,Floyd Mayweather Jr. ,0.09355727572484214,935572.7572484214,0.00014734985889501673,percent,23.0,4.0,False
5,4,Helio Castroneves,0.11918882262089016,1191888.2262089015,0.0012190672108790255,percent,27.0,,False
5,4,Mel B,0.11644189659915377,1164418.9659915378,0.0017082628257635711,percent,26.0,,False
5,4,Marie Osmond,0.11179715070914631,1117971.507091463,0.00021984301219343195,percent,26.0,,False
5,4,Mark Cuban,0.09783077999834641,978307.7999834641,0.00014734985889502996,percent,22.0,5.0,False
5,5,Cameron Mathison,0.12294237410211481,1229423.7410211482,0.002468690046846252,percent,26.0,8.0,False
5,5,Jane Seymour,0.1281098229614873,1281098.229614873,0.0008142991943388687,percent,26.0,7.0,False
5,5,Sabrina Bryan,0.14049108041276473,1404910.8041276473,6.801308121356367e-05,percent,28.0,6.0,False
5,5,Jennie Garth,0.1235258347901355,1235258.347901355,0.0006730662973929993,percent,25.0,9.0,False
5,5,Helio Castroneves,0.12618645503960232,1261864.5503960233,0.0033963981735097154,percent,23.0,,False
5,5,Mel B,0.1342164087464385,1342164.087464385,0.0036857133777678927,percent,29.0,,False
5,5,Marie Osmond,0.11739997564648118,1173999.7564648117,0.0038010025857003592,percent,21.0,,False
5,5,Mark Cuban,0.10712804830097568,1071280.4830097568,0.0005123812383495028,percent,21.0,5.0,False
5,6,Cameron Mathison,0.13809174644240194,1380917.4644240194,0.00025521011011564915,percent,25.0,8.0,False
5,6,Jane Seymour,0.14668702043736462,1466870.2043736463,0.0030895021315731287,percent,22.0,7.0,False
5,6,Sabrina Bryan,0.13002035377069796,1300203.5377069796,0.0030895021315731283,percent,25.0,6.0,False
5,6,Jennie Garth,0.1422310935696691,1422310.935696691,0.0024872636537284698,percent,27.0,9.0,False
5,6,Helio Castroneves,0.1460695089179204,1460695.0891792038,0.0030370167657926585,percent,28.0,,False
5,6,Mel B,0.15576881198013695,1557688.1198013695,0.0034890158650825783,percent,30.0,,False
5,6,Marie Osmond,0.14113146488180908,1411314.6488180908,0.003089502131573115,percent,23.0,,False
5,7,Cameron Mathison,0.16146361873139564,1614636.1873139564,0.0005129744657953316,percent,25.5,8.0,False
