season,week,celebrity_name,fan_vote_share,fan_vote_mean,fan_vote_std,cv,ci_low,ci_high,ci_width,judge_total,regime,eliminated_this_week
2,1,Stacy Keibler,0.11089666781044388,0.12496061213911783,0.047176922648725673,0.3775343433513587,0.07031338106061451,0.2194977618606178,0.1491843808000033,22.0,rank,False
2,1,Jerry Rice,0.08215427212686457,0.08230862629926036,0.02593984248035171,0.31515338849221947,0.04369478621246845,0.11493580354894738,0.07124101733647892,21.0,rank,False
2,1,Giselle Fernandez,0.14969484377475792,0.14797277690124044,0.05380991079186895,0.3636473675680399,0.0689243462736684,0.25155470259223883,0.18263035631857044,23.0,rank,False
2,1,Master P,0.024744391248471567,0.0267891670517905,0.009779594051135964,0.365057787434355,0.01268913818683085,0.04328269878598459,0.03059356059915374,12.0,rank,False
2,1,Drew Lachey,0.2727617891635065,0.2330864024405012,0.05443269273914748,0.23353010801667096,0.14828178496020084,0.3337335984028892,0.18545181344268835,24.0,rank,False
2,1,Kenny Mayne,0.018331095896544983,0.02045915337556606,0.008693410344074825,0.4249154490653158,0.008404007925002198,0.035636267453409615,0.027232259528407417,13.0,rank,True
2,2,Tatum O'Neal,0.025206453158532392,0.027439639169448145,0.010251437449408141,0.373599571995185,0.012796985148452133,0.04489811384001684,0.0321011286915647,17.0,rank,True
2,2,Tia Carrere,0.0836883716938095,0.10810043514142446,0.0253566110374515,0.23456530035497294,0.07981364315797596,0.1529482022931498,0.07313455913517383,22.0,rank,False
2,2,George Hamilton,0.0459291521913246,0.04756626413038041,0.01190812318821785,0.25034808610525655,0.029179385033685935,0.0662844731542585,0.037105088120572574,22.0,rank,False
2,2,Lisa Rinna,0.061997870609958185,0.06302613993270187,0.011774077750005814,0.18681261080843525,0.0440656451827446,0.08057631003593321,0.036510664853188615,20.0,rank,False
2,2,Stacy Keibler,0.1524901554373592,0.1550003888910631,0.03781469221616707,0.24396514413098586,0.10407518804285826,0.2220155012314539,0.11794031318859563,29.0,rank,False
2,2,Jerry Rice,0.11296748562258302,0.11120398466471229,0.029895436388014892,0.2688342191887431,0.0665503439046896,0.14997455878847255,0.08342421488378295,23.0,rank,False
2,2,Giselle Fernandez,0.20584017938575302,0.1867013795633619,0.05635780959560035,0.3018607025154513,0.09084785890211972,0.2688922842861328,0.1780444253840131,24.0,rank,False
2,2,Master P,0.03402515280379691,0.03605298959584256,0.01126950348515191,0.31258166414170124,0.01932317831691423,0.054544788400069745,0.03522161008315551,16.0,rank,False
2,2,Drew Lachey,0.2778551790968831,0.26490877891106523,0.05245555013949948,0.19801363456176654,0.18106956950942318,0.34642372847476804,0.16535415896534486,27.0,rank,False
2,3,Tia Carrere,0.1158886268673208,0.14374670130440442,0.04149665490291374,0.28867900637969124,0.11296928964724359,0.22724963491843916,0.11428034527119557,26.0,rank,False
2,3,George Hamilton,0.06360102691574446,0.06493811479358418,0.012781707628464674,0.19682905284659566,0.0446375993837341,0.08438078094480088,0.03974318156106678,22.0,rank,False
2,3,Lisa Rinna,0.08585240635309611,0.08636740753902451,0.01139368656392402,0.13192113655577611,0.06741380242215131,0.10259984203473857,0.03518603961258726,25.0,rank,False
2,3,Stacy Keibler,0.21116284576638586,0.19219187139008637,0.0270881148104131,0.14094308263138314,0.15190404250608394,0.22955461537363267,0.07765057286754873,27.0,rank,False
2,3,Jerry Rice,0.156433283674742,0.14330132070909096,0.025855481409883415,0.18042737695608102,0.101817576984316,0.17631938576156134,0.07450180877724534,19.0,rank,False
2,3,Giselle Fernandez,0.03490498363888993,0.03719662662624841,0.012000876833756788,0.32263347303887424,0.019574184445541418,0.05712852874112588,0.03755434429558446,22.0,rank,True
2,3,Master P,0.047116799593251865,0.04904254654805221,0.012769861076659455,0.2603833196986919,0.029558271234206474,0.06941929590605979,0.03986102467185332,14.0,rank,False
2,3,Drew Lachey,0.28504002719056903,0.283215411089509,0.040641286201223224,0.14349955761545308,0.22502479496686104,0.35091154383671747,0.12588674886985643,27.0,rank,False
2,4,Tia Carrere,0.1200800179284717,0.1490189008402063,0.04169323065651857,0.27978484891139027,0.11655732801290257,0.2326144800464669,0.11605715203356433,25.0,rank,False
2,4,George Hamilton,0.06590131110152457,0.06762236418922421,0.014112795085278683,0.2087001135569228,0.04552980460589844,0.08951505572615902,0.043985251120260575,21.0,rank,False
2,4,Lisa Rinna,0.08895746522119918,0.08986392160082232,0.012922701556574321,0.14380300042966374,0.06876080121758488,0.10883351041079675,0.040072709193211875,26.0,rank,False
2,4,Stacy Keibler,0.21880005821869764,0.19955178784483477,0.027436346931983487,0.13748985778727843,0.15848899349322823,0.2345828983563951,0.07609390486316686,26.0,rank,False
2,4,Jerry Rice,0.1620910698146319,0.14915000169194062,0.02837213889275463,0.19022553517200347,0.10385132416205928,0.1865996252942934,0.08274830113223411,24.0,rank,False
2,4,Master P,0.04882089203082378,0.05111060148852057,0.013913710049563006,0.27222747618589505,0.030149274488533655,0.07364926298828155,0.04349998849974789,8.0,rank,True
2,4,Drew Lachey,0.29534918568465124,0.29368242234445113,0.03851165207141286,0.1311336639216484,0.238611008548635,0.3579139546548018,0.11930294610616679,28.0,rank,False
2,5,Tia Carrere,0.06928380843249152,0.07149809586578208,0.01591931181207486,0.22265364719584937,0.04694657707857757,0.09666039888763812,0.04971382180906055,22.0,rank,True
2,5,George Hamilton,0.09352335903500723,0.09492341989371858,0.014982298164133982,0.15783563403961823,0.07089986161325361,0.11751000636591588,0.04661014475266227,24.0,rank,False
2,5,Lisa Rinna,0.1262433299074973,0.12659646197429505,0.011597973386954147,0.09161372447603688,0.10708110539140214,0.14290340815189145,0.03582230276048931,25.0,rank,False
2,5,Stacy Keibler,0.2300303448483522,0.22481547394348217,0.018928028618779673,0.08419362015773929,0.18395329398317115,0.24430072541572279,0.06034743143255164,30.0,rank,False
2,5,Jerry Rice,0.17041067077335825,0.17318902037144115,0.012743089481477086,0.07357908402130105,0.1617357599873042,0.20144096442435777,0.03970520443705358,23.0,rank,False
2,5,Drew Lachey,0.3105084870032935,0.30897752795128086,0.03598610245501176,0.11646834866478056,0.25753192818702564,0.3690359705137397,0.11150404232671407,27.0,rank,False
2,6,George Hamilton,0.10048536802340956,0.10253911086248912,0.017866633329732807,0.17424213238686062,0.07439451000516643,0.13011722405395662,0.05572271404879019,23.0,rank,True
2,6,Lisa Rinna,0.13564105905891546,0.13659744109616223,0.01477359506095829,0.10815425927750677,0.11235791979990568,0.15821850233493195,0.04586058253502627,27.0,rank,False
2,6,Stacy Keibler,0.2471541238161292,0.24188584659453224,0.017165607144501386,0.07096573605348519,0.20352427874917806,0.2563341250178192,0.05280984626864116,30.0,rank,False
2,6,Jerry Rice,0.18309627823961383,0.18677019038562964,0.016688945978983676,0.08935551195041104,0.16970408160212702,0.22310179860802307,0.053397717005896045,23.0,rank,False
2,6,Drew Lachey,0.333623170861932,0.3322074110611867,0.03296255852931073,0.09922282716094981,0.2850381962539103,0.3872093635749817,0.1021711673210714,30.0,rank,False
2,7,Lisa Rinna,0.15079361050621073,0.15259116277473178,0.019435501661925113,0.12736977232828006,0.12139176142985741,0.18192241490478617,0.06053065347492875,26.5,rank,True
2,7,Stacy Keibler,0.2747638726821303,0.269317768518886,0.01557172848878553,0.05781916497534605,0.233836157320867,0.2769366464558451,0.043100489134978104,27.5,rank,False
2,7,Jerry Rice,0.20355008326799387,0.20850825007784873,0.022594350983959764,0.10836190402789303,0.18334624585542877,0.25661679077274735,0.07327054491731858,20.5,rank,False
2,7,Drew Lachey,0.37089243354366513,0.3695828186285334,0.029247829224704484,0.07913741589297578,0.3276246370015996,0.41832534625886875,0.09070070925726914,27.5,rank,False
2,8,Stacy Keibler,0.32355370388335947,0.31770188483921846,0.015267358260957275,0.048055611217678894,0.2828309414565377,0.3272469585122427,0.044416017055705026,28.6665,rank,False
2,8,Jerry Rice,0.2396944792058498,0.24672412523520565,0.0322497417256306,0.1307117481717139,0.20868233706588177,0.3138881830463593,0.10520584598047752,26.666600000000003,rank,False
2,8,Drew Lachey,0.4367518169107908,0.43557398992557594,0.024389634941807747,0.055994240946239844,0.4004353363389171,0.4761170759051419,0.07568173956622481,28.9998,rank,False
3,1,Harry Hamlin,0.08018588378093068,0.08110580286945943,0.001672259010177977,0.020618241248033683,0.07920195503165459,0.08403244999652829,0.0048304949648736994,17.0,percent,False
3,1,Vivica A. Fox,0.1037732881610833,0.10445313329899193,0.0016197714247022455,0.01550715975236214,0.10151076975320887,0.10698928348776253,0.005478513734553658,22.0,percent,False
3,1,Monique Coleman,0.0896208455314563,0.0898272738032123,0.002666798423902646,0.02968807034871049,0.08659395467677843,0.0950945432014125,0.008500588524634076,19.0,percent,False
3,1,Joey Lawrence,0.0990558072822364,0.09962291138183918,0.0017977146954483423,0.01804519332463574,0.09738729497052212,0.10237825383028926,0.004990958859767136,21.0,percent,False
3,1,Mario Lopez,0.12264321166129745,0.12203836159073522,0.002422081776443488,0.01984688867395746,0.11865570609603869,0.1263705015445944,0.007714795448555703,26.0,percent,False
3,1,Emmitt Smith,0.11320824991084395,0.11377801544523773,0.0011904000047308465,0.010462478186779374,0.11240603891554153,0.1153074494264306,0.002901410510889074,24.0,percent,False
3,1,Shanna Moakler,0.0849033646582835,0.08414489259371763,0.001968285846441671,0.023391625870215035,0.08044440407059433,0.08628860359517707,0.005844199524582733,18.0,percent,False
3,1,Willa Ford,0.10377328816108335,0.10363456896284436,0.0025977393575139516,0.02506634015571877,0.09917681065247362,0.10757108142644423,0.008394270773970605,22.0,percent,False
3,1,Sara Evans,0.07075710701569542,0.06933092515891359,0.002154630784226134,0.03107748496486235,0.06607012477092056,0.07284395253869683,0.006773827767776269,15.0,percent,False
3,1,Jerry Springer,0.07547150919363736,0.0756094426813366,0.00228837431362895,0.030265721217831585,0.0725987259374678,0.07894039770406339,0.006341671766595586,16.0,percent,False
3,1,Tucker Carlson,0.05660744464345236,0.0564546722137121,0.002044910975606659,0.03622217427577193,0.05330204368417263,0.05955970661539745,0.006257662931224824,12.0,percent,True
3,2,Harry Hamlin,0.08709917138401804,0.0879556143895335,0.0014026756028302867,0.015947539137390207,0.08611589665465662,0.09030342171487438,0.004187525060217759,21.0,percent,False
3,2,Vivica A. Fox,0.10811635420420862,0.108640195934434,0.0016504188743681372,0.01519160436128254,0.10621253796475613,0.1109307259277363,0.0047181879629801665,24.0,percent,False
3,2,Monique Coleman,0.10101366034558006,0.10117795600385368,0.0022342654862120117,0.022082532346541103,0.09824332215964482,0.10486225166275903,0.006618929503114213,26.0,percent,False
3,2,Joey Lawrence,0.11202910935410042,0.11266531338294454,0.0012374542542376089,0.010983453709763849,0.1109590271219055,0.11475036428220173,0.0037913371602962265,29.0,percent,False
3,2,Mario Lopez,0.11710347217204496,0.11614976753757192,0.0022175202789109063,0.01909190458081276,0.11230450392620966,0.11868899887557154,0.006384494949361871,21.0,percent,False
3,2,Emmitt Smith,0.11478388954387109,0.11499245446618096,0.0016843416929840616,0.014647410569703275,0.11229124899963122,0.11746262389496603,0.005171374895334813,24.0,percent,False
3,2,Shanna Moakler,0.07859866300170379,0.0785894413843228,0.002055019068665747,0.026148793431628677,0.07560877420776232,0.08208275068309384,0.0064739764753315165,22.0,percent,True
3,2,Willa Ford,0.1066670496432394,0.1067021522975512,0.0016942484826259912,0.01587829716781518,0.10436567901305734,0.11003721875241,0.005671539739352666,23.0,percent,False
3,2,Sara Evans,0.08294648908866031,0.08168161467565065,0.0015675651820592697,0.019191163008761655,0.07948421168926288,0.08394980588738053,0.004465594198117651,21.0,percent,False
3,2,Jerry Springer,0.0916421412625733,0.0914454899279567,0.000760160709314587,0.008312719521908218,0.09033646712522465,0.09271187977537407,0.002375412650149414,19.0,percent,False
3,3,Harry Hamlin,0.09686681537517464,0.09653042442268116,0.001705882837401253,0.01767197075537184,0.0934179631524842,0.09925999687490425,0.005842033722420051,22.0,percent,True
3,3,Vivica A. Fox,0.12170210658078118,0.12208565890385328,0.0011095464358044254,0.009088261846366673,0.12081512727391752,0.12382228986225395,0.003007162588336429,27.0,percent,False
3,3,Monique Coleman,0.11656328514299104,0.11659300035260178,0.0026648186449509882,0.022855734365631004,0.11307532182067599,0.12137813153693165,0.00830280971625566,27.0,percent,False
3,3,Joey Lawrence,0.11648845873426478,0.11674989627022588,0.00107665759708402,0.009221914806605223,0.11495367458178914,0.11866964554400997,0.00371597096222083,22.0,percent,False
3,3,Mario Lopez,0.12015482304332097,0.1195402540891987,0.002054706960007509,0.01718841051211356,0.11658871519954764,0.12197697493349588,0.005388259733948242,22.0,percent,False
3,3,Emmitt Smith,0.11365049253730947,0.11427784061691729,0.0016973358035956058,0.014852711553112232,0.11201813814705439,0.11637813532984534,0.004359997182790953,19.0,percent,False
3,3,Willa Ford,0.11260403836360992,0.11299387267373358,0.0014364810201847836,0.01271291076404275,0.11089461935455594,0.11575498422093283,0.004860364866376893,22.0,percent,False
3,3,Sara Evans,0.10027224697297725,0.09923361321935541,0.0022223606900334068,0.022395241067367865,0.09652302547734375,0.10340083608276839,0.006877810605424639,25.0,percent,False
3,3,Jerry Springer,0.10169773324957075,0.101995439451433,0.001748093240035712,0.017138935323359226,0.10015647659859622,0.10548090323628741,0.005324426637691185,21.0,percent,False
3,4,Vivica A. Fox,0.10657589148247464,0.10541395026451103,0.0015949298223276623,0.015130158943152859,0.10227230254911547,0.10735261474309718,0.005080312193981709,24.0,percent,True
3,4,Monique Coleman,0.12645157104698793,0.12621524359308528,0.001976325199261438,0.015658371706931535,0.12335640992160325,0.1290543914540821,0.0056979815324788435,24.0,percent,False
3,4,Joey Lawrence,0.13144544536937278,0.1326359632191403,0.0014141875557077204,0.010662172772637904,0.13006509921051565,0.13439801123940753,0.004332912028891883,27.0,percent,False
3,4,Mario Lopez,0.13752013079766415,0.1366524285006311,0.001503830007042737,0.011004780694664287,0.134195050354032,0.1391550254355038,0.004959975081471779,29.0,percent,False
3,4,Emmitt Smith,0.12429365543065836,0.12512122344026447,0.002030887100225218,0.01623135583544551,0.12186009164650162,0.12732956798348113,0.005469476336979515,24.0,percent,False
3,4,Willa Ford,0.13025849260486266,0.13060311934901622,0.001439974814309924,0.01102557750142107,0.1287399353122507,0.13344730735168128,0.004707372039430585,28.0,percent,False
3,4,Sara Evans,0.12677791168449484,0.12656177463524226,0.0023651545321775143,0.018687747852730533,0.12368069122052111,0.13030506236325332,0.006624371142732205,20.0,percent,False
3,4,Jerry Springer,0.11667690158348476,0.11679629699810934,0.002289980216737765,0.01960661661024094,0.11320602648319811,0.1206813341636185,0.007475307680420387,22.0,percent,False
3,5,Monique Coleman,0.1440810129523075,0.14402583274871492,0.002003594395217096,0.013911354352054412,0.14124187394886176,0.14692384958695168,0.00568197563808992,27.0,percent,False
3,5,Joey Lawrence,0.14412416491995908,0.14526148189009383,0.001250393245183382,0.008607878901644698,0.14366413159774447,0.14707034034322378,0.003406208745479311,25.0,percent,False
3,5,Mario Lopez,0.15234029290463066,0.1512359395004962,0.0016221837880594397,0.010726179196672476,0.14875698622066835,0.15340535580223097,0.004648369581562617,27.0,percent,False
3,5,Emmitt Smith,0.14247079179732136,0.1429653268194005,0.0014573558528068054,0.01019377135162147,0.1408483064273377,0.14545238821788375,0.004604081790546055,27.0,percent,False
3,5,Willa Ford,0.12794485538502107,0.12754719001220347,0.0025279085416364893,0.019819398148988025,0.1241206594063258,0.13257239123163622,0.008451731825310421,27.0,percent,True
3,5,Sara Evans,0.14451944102038017,0.144595372104211,0.0018771887541263806,0.012982357089364354,0.1416392558739463,0.1478059457115772,0.006166689837630912,24.0,percent,False
3,5,Jerry Springer,0.1445194410203802,0.1443688569248801,0.0013076994432154887,0.00905804389582393,0.14277706945352958,0.14664222478117042,0.00386515532764084,24.0,percent,False
3,6,Monique Coleman,0.1969982734930999,0.1968002529157152,0.002039614541319194,0.010363881707980891,0.19422263943549795,0.19945493094452477,0.005232291509026821,23.0,percent,False
3,6,Joey Lawrence,0.19986267392318235,0.20108625510746406,0.0017053631389356155,0.00848075438087123,0.19851576409812494,0.20385748336927736,0.005341719271152429,24.0,percent,False
3,6,Mario Lopez,0.2186908372710918,0.21792496738644154,0.001669304176888533,0.00765999507494886,0.21497470873979777,0.2204394824932836,0.005464773753485835,28.0,percent,False
3,6,Emmitt Smith,0.20117248847928385,0.201774407560932,0.0014116151896347213,0.006996007108624222,0.20056584917855985,0.2046225411276386,0.004056691949078761,25.0,percent,False
3,6,Jerry Springer,0.18327572683334217,0.18241411702944724,0.002437364212036914,0.013361708247851501,0.17939573199894945,0.18706534740863123,0.007669615409681779,18.0,percent,False
3,7,Monique Coleman,0.1979988489960232,0.1980876083912116,0.002017489331505716,0.01018483360918413,0.1947490977795651,0.20028095016493863,0.005531852385373542,27.0,percent,False
3,7,Joey Lawrence,0.20361215298076757,0.20419622453372627,0.0015618240798599761,0.007648643276467709,0.20121904279030822,0.20608646438894818,0.004867421598639954,28.5,percent,False
3,7,Mario Lopez,0.21492969398703987,0.21438813214428412,0.0011215611409206023,0.005231451618626851,0.21256983754632805,0.21610081442989512,0.003530976883567072,28.0,percent,False
3,7,Emmitt Smith,0.20448536269000717,0.2052024620509673,0.0013678748555296172,0.0066659768204431705,0.2031053987544621,0.20699877158910868,0.00389337283464658,28.5,percent,False
3,7,Jerry Springer,0.1789739413461622,0.17812557287981073,0.0023371048707700676,0.013120546550309295,0.1748916580531247,0.18253962127412146,0.007647963220996756,23.0,percent,True
3,8,Monique Coleman,0.2418066473754026,0.24144524918559415,0.0015326217290682683,0.006347698843683491,0.23979229608874417,0.24426969176640823,0.004477395677664059,26.5,percent,True
3,8,Joey Lawrence,0.2479097446614414,0.24872693309042396,0.0014775882171819132,0.005940604014301661,0.2466040212841426,0.25143848607296604,0.004834464788823434,27.0,percent,False
3,8,Mario Lopez,0.2616795629671499,0.2612721978370626,0.0014299796379678663,0.005473141228978544,0.25914982696242134,0.2634745062090446,0.004324679246623275,28.5,percent,False
3,8,Emmitt Smith,0.24860404499600625,0.2485556198869193,0.0017565174040140945,0.007066898768224289,0.24625816657880195,0.2518944868135893,0.005636320234787329,27.0,percent,False
3,9,Joey Lawrence,0.32909398122660083,0.32942030883848694,0.002274600328458105,0.006904857616332724,0.32641658413923724,0.33310585046844654,0.006689266329209298,29.5,percent,False
3,9,Mario Lopez,0.341201550936583,0.3407562698201974,0.002410411463134397,0.007073711261149409,0.33738649438711765,0.3451106762347772,0.00772418184765955,29.5,percent,False
3,9,Emmitt Smith,0.3297044678368162,0.32982342134131565,0.0026168851179080937,0.007934200389001564,0.3257207889841315,0.33378813234013804,0.008067343356006562,29.5,percent,False
3,10,Mario Lopez,0.5057122173986296,0.5060007472683634,0.002469820824873356,0.004881061615435634,0.5018381567079512,0.5094548269176985,0.007616670209747323,29.666600000000003,percent,False
3,10,Emmitt Smith,0.4942877826013704,0.4939992527316366,0.002469820824873354,0.004999644860222239,0.49054517308230156,0.4981618432920488,0.007616670209747267,29.666600000000003,percent,False
4,1,John Ratzenberger,0.0825242718446602,0.08348980580404697,0.0019229698333088948,0.02303239077860789,0.08075418823822245,0.08596947032357198,0.005215282085349535,17.0,percent,False
4,1,Ian Ziering,0.10194174757281553,0.10193611096776642,0.00228173083343642,0.022383930599019365,0.09878655017309912,0.10597615389973035,0.00718960372663123,21.0,percent,False
4,1,Clyde Drexler,0.07766990291262135,0.0776904811230231,0.0016449662117951115,0.021173330220343248,0.07518821965996457,0.08013231358581784,0.004944093925853266,16.0,percent,False
4,1,Laila Ali,0.11165048543689321,0.1116535735763972,0.0018669028743424734,0.016720493706948614,0.10949647766361023,0.11537846249328036,0.005881984829670131,23.0,percent,False
4,1,Apolo Anton Ohno,0.10194174757281553,0.10256342607691397,0.0025914397636558934,0.02526670434851241,0.09934521746755505,0.10683066846691396,0.007485450999358906,21.0,percent,False
4,1,Shandi Finnessey,0.09223300970873786,0.09151188749918668,0.0027917827083470733,0.030507322978906817,0.08653274687531848,0.09539110326735387,0.008858356392035388,19.0,percent,False
4,1,Paulina Porizkova,0.09223300970873786,0.091724720359753,0.0013524785369973293,0.01474497312930234,0.08959841601775678,0.09390408332862864,0.004305667310871855,19.0,percent,False
4,1,Heather Mills,0.08737864077669903,0.08699745048116972,0.0013194629393477298,0.01516668513904695,0.08482431507224189,0.08863498496509742,0.0038106698928555283,18.0,percent,False
4,1,Billy Ray Cyrus,0.06310679611650485,0.06335685591301868,0.0019783669365869686,0.031225775144256333,0.06023037511137581,0.06550601352232846,0.005275638410952653,13.0,percent,False
4,1,Joey Fatone,0.11650485436893204,0.11649393627677687,0.0018857185291750122,0.01618726767627416,0.11286251294199237,0.11850506405312114,0.0056425511111287685,24.0,percent,False
4,1,Leeza Gibbons,0.07281553398058252,0.07258175192194741,0.0016453363419755296,0.022668732820680368,0.07041884650455077,0.07554095961275342,0.005122113108202653,15.0,percent,False
4,2,John Ratzenberger,0.08358751953207298,0.08430633460706619,0.0013776120504989766,0.016340552070253464,0.08269517683601998,0.08610832894481024,0.003413152108790257,21.0,percent,False
4,2,Ian Ziering,0.09789310438310315,0.09689479084626598,0.0013430815327374038,0.013861235686739313,0.09495497507087636,0.09893656486026846,0.003981589789392101,22.0,percent,False
4,2,Clyde Drexler,0.08715412716752406,0.08647311975636038,0.001092839743537809,0.012637912759674975,0.08454426538852187,0.0882667274628046,0.0037224620742827286,18.0,percent,False
4,2,Laila Ali,0.11116834444469183,0.11124980048382613,0.001519477857274573,0.013658252425319898,0.10949207475111689,0.1140161711230554,0.004524096371938513,27.0,percent,False
4,2,Apolo Anton Ohno,0.10333532301971621,0.10389254899127598,0.0017883512133358718,0.017213469403720594,0.1009151678132571,0.1065595670796025,0.0056443992663453985,26.0,percent,False
4,2,Shandi Finnessey,0.08869954054297574,0.08789050306198734,0.0018099031462033921,0.02059270436678358,0.08475894589712565,0.09088873136851398,0.00612978547138833,20.0,percent,False
4,2,Paulina Porizkova,0.07490922920834038,0.07573151296814915,0.0019164493612742015,0.02530583750624676,0.07254271209411346,0.07800549579516745,0.0054627837010539915,21.0,percent,True
4,2,Heather Mills,0.09090550193950042,0.09127605162138966,0.0013663023590688955,0.014968902957549884,0.08905587697577257,0.0929464741564431,0.0038905971806705297,24.0,percent,False
4,2,Billy Ray Cyrus,0.07490922920834038,0.07496304908752004,0.0009751221851457702,0.01300803792021995,0.07296669456619138,0.07603913220140192,0.0030724376352105343,21.0,percent,False
4,2,Joey Fatone,0.11032291386878311,0.10934262508851116,0.0017728056684477372,0.016213308094740534,0.10719133416800607,0.11269953291656971,0.0055081987485636474,24.0,percent,False
