season,week,celebrity_name,fan_vote_share,fan_vote_mean,fan_vote_std,cv,ci_low,ci_high,ci_width,judge_total,regime,eliminated_this_week,ballroom_partner,celebrity_industry,celebrity_homestate,Celebrity_Average_Popularity_Score,ballroom_partner_Average_Popularity_Score,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,bmi,dance_experience_score,social_media_popularity,google_search_volume
1,2,Joey McIntyre,0.1704106707733582,0.2267902528584569,0.0482105938547902,0.2125778918941423,0.1653032992881841,0.310657364201763,0.1453540649135788,21.0,rank,False,Ashly DelGrosso,Singer/Rapper,Massachusetts,7.25,2.7777777777777777,United States,32,3rd Place,3,7.0,7.0,6.0,,8.0,7.0,6.0,,7.0,7.0,8.0,,7.0,6.0,7.0,,8.5,7.0,7.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,18.0,3.5,-1.6940841283167547,0.2312087912087912
1,2,Trista Sutter,0.0692838084324915,0.0774492240548633,0.014778813774441,0.190819391088697,0.0522917090333962,0.0948021737706253,0.0425104647372291,19.0,rank,True,Louis van Amstel,TV Personality,Indiana,2.7777777777777777,0.0,United States,32,Eliminated Week 2,6,6.0,6.0,6.0,,6.0,7.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,25.5,0.3,-2.0088838364844945,0.261978021978022
1,3,John O'Hurley,0.333623170861932,0.2257179201059482,0.0467312998505467,0.2070340707933684,0.1791191029414546,0.3107463456824972,0.1316272427410425,24.0,rank,False,Charlotte Jorgensen,Actor/Actress,Maine,0.0,0.0,United States,50,2nd Place,2,7.0,7.0,6.0,,8.0,9.0,9.0,,9.0,8.0,7.0,,7.0,8.0,6.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,24.2,4.9,-1.178027004306256,0.04395604395604396
1,3,Kelly Monaco,0.1356410590589154,0.1420880510434394,0.0133126900948708,0.0936932415998928,0.1183501078484058,0.1568970786686183,0.0385469708202124,21.0,rank,False,Alec Mazo,Actor/Actress,Pennsylvania,20.83333333333333,0.0,United States,29,1st Place,1,5.0,4.0,4.0,,5.0,6.0,6.0,,6.0,7.0,8.0,,9.0,9.0,8.0,,8.5,7.5,7.5,,8.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,25.2,7.1,-0.4982197759827526,0.10593406593406593
1,3,Evander Holyfield,0.1004853680234095,0.109209280697321,0.0164324889013868,0.1504678796203257,0.0808034448283015,0.1281875726889324,0.0473841278606308,13.0,rank,True,Edyta Sliwinska,Athlete,Alabama,2.7777777777777777,0.0,United States,42,Eliminated Week 3,5,5.0,7.0,6.0,,5.0,4.0,5.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,20.6,1.8,-1.501205764851923,0.06197802197802198
1,3,Rachel Hunter,0.2471541238161292,0.2770679731335404,0.0616982523167822,0.2226827287867193,0.190895819320775,0.3730925949516802,0.1821967756309051,26.0,rank,False,Jonathan Roberts,Model,,24.75,0.0,New Zealand,35,Eliminated Week 4,4,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,7.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,19.3,2.1,-1.237677127645115,0.19824175824175824
1,3,Joey McIntyre,0.1830962782396138,0.2459167750197508,0.0521713901415802,0.2121505950026797,0.175193349366083,0.3337483316087176,0.1585549822426346,22.0,rank,False,Ashly DelGrosso,Singer/Rapper,Massachusetts,7.25,2.7777777777777777,United States,32,3rd Place,3,7.0,7.0,6.0,,8.0,7.0,6.0,,7.0,7.0,8.0,,7.0,6.0,7.0,,8.5,7.0,7.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,18.0,3.5,-1.3682573342606337,0.34989010989010993
1,4,John O'Hurley,0.3708924335436651,0.3071595813977313,0.0463681629302275,0.1509578920482602,0.2709639361350195,0.3989125376444485,0.1279486015094289,21.0,rank,False,Charlotte Jorgensen,Actor/Actress,Maine,0.0,0.0,United States,50,2nd Place,2,7.0,7.0,6.0,,8.0,9.0,9.0,,9.0,8.0,7.0,,7.0,8.0,6.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,24.2,4.9,-0.5280180394417772,0.044395604395604395
1,4,Kelly Monaco,0.2035500832679938,0.2084798585381377,0.0108744453417546,0.0521606519594088,0.1887108538300158,0.2202880721617867,0.0315772183317708,26.0,rank,False,Alec Mazo,Actor/Actress,Pennsylvania,20.83333333333333,0.0,United States,29,1st Place,1,5.0,4.0,4.0,,5.0,6.0,6.0,,6.0,7.0,8.0,,9.0,9.0,8.0,,8.5,7.5,7.5,,8.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,25.2,7.1,0.1176391645390019,0.09230769230769231
1,4,Rachel Hunter,0.1507936105062107,0.1598344444133397,0.0177105224292237,0.1108054180325701,0.1287877026550138,0.1799726604730506,0.0511849578180368,25.0,rank,True,Jonathan Roberts,Model,,24.75,0.0,New Zealand,35,Eliminated Week 4,4,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,7.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,19.3,2.1,-1.1168879337245907,0.21670329670329672
1,4,Joey McIntyre,0.2747638726821303,0.3245261156507912,0.0454637472335906,0.1400927230229824,0.2696493984101343,0.3860473522243015,0.1163979538141671,20.0,rank,False,Ashly DelGrosso,Singer/Rapper,Massachusetts,7.25,2.7777777777777777,United States,32,3rd Place,3,7.0,7.0,6.0,,8.0,7.0,6.0,,7.0,7.0,8.0,,7.0,6.0,7.0,,8.5,7.0,7.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,18.0,3.5,0.4355153204515818,0.3160439560439561
1,5,John O'Hurley,0.4367518169107908,0.3653872207340536,0.0523524606601348,0.1432793970050734,0.3211315969083186,0.4600031115635933,0.1388715146552747,27.0,rank,False,Charlotte Jorgensen,Actor/Actress,Maine,0.0,0.0,United States,50,2nd Place,2,7.0,7.0,6.0,,8.0,9.0,9.0,,9.0,8.0,7.0,,7.0,8.0,6.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,24.2,4.9,1.108262227288423,0.04131868131868131
1,5,Kelly Monaco,0.2396944792058498,0.2485198114561715,0.0179533523060388,0.0722411312033569,0.2166503005442764,0.2686415022550078,0.0519912017107314,23.5,rank,False,Alec Mazo,Actor/Actress,Pennsylvania,20.83333333333333,0.0,United States,29,1st Place,1,5.0,4.0,4.0,,5.0,6.0,6.0,,6.0,7.0,8.0,,9.0,9.0,8.0,,8.5,7.5,7.5,,8.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,25.2,7.1,0.5617955465052256,0.09318681318681318
1,5,Joey McIntyre,0.3235537038833594,0.3860929678097748,0.0518980011693744,0.1344184056596032,0.3186369248229581,0.4493627528517149,0.1307258280287567,22.5,rank,False,Ashly DelGrosso,Singer/Rapper,Massachusetts,7.25,2.7777777777777777,United States,32,3rd Place,3,7.0,7.0,6.0,,8.0,7.0,6.0,,7.0,7.0,8.0,,7.0,6.0,7.0,,8.5,7.0,7.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,18.0,3.5,0.3433306655782321,0.3775824175824176
1,6,John O'Hurley,0.574442516811659,0.5672191749133273,0.0152251754839207,0.0268417856047394,0.550377941116815,0.5945452836931745,0.0441673425763594,27.0,rank,False,Charlotte Jorgensen,Actor/Actress,Maine,0.0,0.0,United States,50,2nd Place,2,7.0,7.0,6.0,,8.0,9.0,9.0,,9.0,8.0,7.0,,7.0,8.0,6.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,24.2,4.9,2.330840902405295,0.03428571428571429
1,6,Kelly Monaco,0.425557483188341,0.4327808250866727,0.0152251754839207,0.0351798753580905,0.4054547163068254,0.449622058883185,0.0441673425763596,27.5,rank,False,Alec Mazo,Actor/Actress,Pennsylvania,20.83333333333333,0.0,United States,29,1st Place,1,5.0,4.0,4.0,,5.0,6.0,6.0,,6.0,7.0,8.0,,9.0,9.0,8.0,,8.5,7.5,7.5,,8.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,25.2,7.1,1.325093835586493,0.1265934065934066
2,1,Tatum O'Neal,0.2020669033180707,0.2041927786287279,0.0657555359720447,0.3220267455765628,0.10988162769775,0.3253104602801824,0.2154288325824323,23.0,rank,False,Nick Kosovich,Actor/Actress,California,0.0,1.8867924528301887,United States,42,Eliminated Week 2,9,7.0,8.0,8.0,,5.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,21.0,2.1,-2.825639481171581,0.3243956043956044
2,1,Tia Carrere,0.0608613816984254,0.0785225514785381,0.0170717427217204,0.2174119714689425,0.0567562941203377,0.1069070037383877,0.0501507096180499,20.0,rank,False,Maksim Chmerkoskiy,Actor/Actress,Hawaii,16.71698113207547,0.0,United States,39,Eliminated Week 5,6,6.0,7.0,7.0,,7.0,8.0,7.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,26.5,7.4,0.4058874009857911,0.09714285714285713
2,1,George Hamilton,0.0334014344648559,0.0352176554133482,0.0107093320668972,0.304089864620523,0.0191604062677552,0.0525856165767858,0.0334252103090306,18.0,rank,False,Edyta Sliwinska,Actor/Actress,Tennessee,10.716981132075473,5.490566037735849,United States,66,Eliminated Week 6,5,7.0,5.0,6.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,24.3,3.2,-2.303804377442717,0.11824175824175824
2,1,Lisa Rinna,0.0450872204980584,0.0464902762719093,0.0112461412992174,0.2419030860010755,0.0289336991504174,0.0639077823530179,0.0349740832026005,19.0,rank,False,Louis van Amstel,Actor/Actress,California,28.32075471698113,0.0,United States,42,Eliminated Week 7,4,5.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,8.0,,7.0,9.0,9.0,,9.0,9.0,9.0,,8.5,9.0,9.0,,0.0,0.0,0.0,,,,,,,,,,,,,,25.0,6.0,-1.279976156933813,0.0501098901098901
2,1,Stacy Keibler,0.1108966678104438,0.1249606121391178,0.0471769226487256,0.3775343433513587,0.0703133810606145,0.2194977618606178,0.1491843808000033,22.0,rank,False,Tony Dovolani,Athlete,Maryland,38.943396226415096,1.8867924528301887,United States,26,3rd Place,3,8.0,6.0,8.0,,9.0,10.0,10.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.0,9.0,9.5,,9.3333,9.6666,9.6666,,,,,,,,,,,,,,19.7,0.0,-1.6266483565646608,0.13802197802197802
2,1,Jerry Rice,0.0821542721268645,0.0823086262992603,0.0259398424803517,0.3151533884922194,0.0436947862124684,0.1149358035489473,0.0712410173364789,21.0,rank,False,Anna Trebunskaya,Athlete,Mississippi,27.0377358490566,1.8867924528301887,United States,43,2nd Place,2,7.0,7.0,7.0,,7.0,8.0,8.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,8.0,7.0,8.0,,7.0,7.0,6.5,,9.0,9.0,8.6666,,,,,,,,,,,,,,20.9,0.9,-1.1729059043988803,0.461978021978022
2,1,Giselle Fernandez,0.1496948437747579,0.1479727769012404,0.0538099107918689,0.3636473675680399,0.0689243462736684,0.2515547025922388,0.1826303563185704,23.0,rank,False,Jonathan Roberts,News Anchor,,7.169811320754717,0.0,Mexico,44,Eliminated Week 3,8,7.0,8.0,8.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,25.3,1.7,-3.0664085524821307,0.09758241758241758
2,1,Master P,0.0247443912484715,0.0267891670517905,0.0097795940511359,0.365057787434355,0.0126891381868308,0.0432826987859845,0.0305935605991537,12.0,rank,False,Ashly DelGrosso,Singer/Rapper,Louisiana,15.075471698113208,6.056603773584905,United States,35,Eliminated Week 4,7,4.0,4.0,4.0,,6.0,5.0,5.0,,6.0,4.0,4.0,,4.0,2.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,23.4,3.4,-2.777902848914829,0.16263736263736264
2,1,Drew Lachey,0.2727617891635065,0.2330864024405012,0.0544326927391474,0.2335301080166709,0.1482817849602008,0.3337335984028892,0.1854518134426883,24.0,rank,False,Cheryl Burke,Singer/Rapper,Ohio,9.547169811320757,5.490566037735849,United States,29,1st Place,1,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.5,9.0,9.0,,9.6666,9.6666,9.6666,,,,,,,,,,,,,,24.0,8.6,-1.4401159875080822,0.08747252747252747
2,1,Kenny Mayne,0.0183310958965449,0.020459153375566,0.0086934103440748,0.4249154490653158,0.0084040079250021,0.0356362674534096,0.0272322595284074,13.0,rank,True,Andrea Hale,Sports Broadcaster,Washington,4.509433962264151,1.8867924528301887,United States,46,Eliminated Week 1,10,4.0,5.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,25.1,4.1,-3.550398191700887,0.20175824175824178
2,2,Tatum O'Neal,0.0252064531585323,0.0274396391694481,0.0102514374494081,0.373599571995185,0.0127969851484521,0.0448981138400168,0.0321011286915647,17.0,rank,True,Nick Kosovich,Actor/Actress,California,0.0,1.8867924528301887,United States,42,Eliminated Week 2,9,7.0,8.0,8.0,,5.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,21.0,2.1,-2.532454012081924,0.3674725274725275
2,2,Tia Carrere,0.0836883716938095,0.1081004351414244,0.0253566110374515,0.2345653003549729,0.0798136431579759,0.1529482022931498,0.0731345591351738,22.0,rank,False,Maksim Chmerkoskiy,Actor/Actress,Hawaii,16.71698113207547,0.0,United States,39,Eliminated Week 5,6,6.0,7.0,7.0,,7.0,8.0,7.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,26.5,7.4,-2.574464811978517,0.11340659340659341
2,2,George Hamilton,0.0459291521913246,0.0475662641303804,0.0119081231882178,0.2503480861052565,0.0291793850336859,0.0662844731542585,0.0371050881205725,22.0,rank,False,Edyta Sliwinska,Actor/Actress,Tennessee,10.716981132075473,5.490566037735849,United States,66,Eliminated Week 6,5,7.0,5.0,6.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,24.3,3.2,-2.2705009761887496,0.16659340659340663
2,2,Lisa Rinna,0.0619978706099581,0.0630261399327018,0.0117740777500058,0.1868126108084352,0.0440656451827446,0.0805763100359332,0.0365106648531886,20.0,rank,False,Louis van Amstel,Actor/Actress,California,28.32075471698113,0.0,United States,42,Eliminated Week 7,4,5.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,8.0,,7.0,9.0,9.0,,9.0,9.0,9.0,,8.5,9.0,9.0,,0.0,0.0,0.0,,,,,,,,,,,,,,25.0,6.0,-2.1244802080549734,0.05054945054945055
2,2,Stacy Keibler,0.1524901554373592,0.1550003888910631,0.037814692216167,0.2439651441309858,0.1040751880428582,0.2220155012314539,0.1179403131885956,29.0,rank,False,Tony Dovolani,Athlete,Maryland,38.943396226415096,1.8867924528301887,United States,26,3rd Place,3,8.0,6.0,8.0,,9.0,10.0,10.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.0,9.0,9.5,,9.3333,9.6666,9.6666,,,,,,,,,,,,,,19.7,0.0,-1.708351132717956,0.23296703296703297
2,2,Jerry Rice,0.112967485622583,0.1112039846647122,0.0298954363880148,0.2688342191887431,0.0665503439046896,0.1499745587884725,0.0834242148837829,23.0,rank,False,Anna Trebunskaya,Athlete,Mississippi,27.0377358490566,1.8867924528301887,United States,43,2nd Place,2,7.0,7.0,7.0,,7.0,8.0,8.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,8.0,7.0,8.0,,7.0,7.0,6.5,,9.0,9.0,8.6666,,,,,,,,,,,,,,20.9,0.9,-1.669925661377219,0.42637362637362636
2,2,Giselle Fernandez,0.205840179385753,0.1867013795633619,0.0563578095956003,0.3018607025154513,0.0908478589021197,0.2688922842861328,0.1780444253840131,24.0,rank,False,Jonathan Roberts,News Anchor,,7.169811320754717,0.0,Mexico,44,Eliminated Week 3,8,7.0,8.0,8.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,25.3,1.7,-1.8135973278176765,0.11956043956043956
2,2,Master P,0.0340251528037969,0.0360529895958425,0.0112695034851519,0.3125816641417012,0.0193231783169142,0.0545447884000697,0.0352216100831555,16.0,rank,False,Ashly DelGrosso,Singer/Rapper,Louisiana,15.075471698113208,6.056603773584905,United States,35,Eliminated Week 4,7,4.0,4.0,4.0,,6.0,5.0,5.0,,6.0,4.0,4.0,,4.0,2.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,23.4,3.4,-2.953521487582296,0.2043956043956044
2,2,Drew Lachey,0.2778551790968831,0.2649087789110652,0.0524555501394994,0.1980136345617665,0.1810695695094231,0.346423728474768,0.1653541589653448,27.0,rank,False,Cheryl Burke,Singer/Rapper,Ohio,9.547169811320757,5.490566037735849,United States,29,1st Place,1,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.5,9.0,9.0,,9.6666,9.6666,9.6666,,,,,,,,,,,,,,24.0,8.6,-0.1819708456101562,0.09010989010989011
2,3,Tia Carrere,0.1158886268673208,0.1437467013044044,0.0414966549029137,0.2886790063796912,0.1129692896472435,0.2272496349184391,0.1142803452711955,26.0,rank,False,Maksim Chmerkoskiy,Actor/Actress,Hawaii,16.71698113207547,0.0,United States,39,Eliminated Week 5,6,6.0,7.0,7.0,,7.0,8.0,7.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,26.5,7.4,-1.1595149831408562,0.10593406593406593
2,3,George Hamilton,0.0636010269157444,0.0649381147935841,0.0127817076284646,0.1968290528465956,0.0446375993837341,0.0843807809448008,0.0397431815610667,22.0,rank,False,Edyta Sliwinska,Actor/Actress,Tennessee,10.716981132075473,5.490566037735849,United States,66,Eliminated Week 6,5,7.0,5.0,6.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,24.3,3.2,-1.802834018447191,0.16219780219780222
2,3,Lisa Rinna,0.0858524063530961,0.0863674075390245,0.011393686563924,0.1319211365557761,0.0674138024221513,0.1025998420347385,0.0351860396125872,25.0,rank,False,Louis van Amstel,Actor/Actress,California,28.32075471698113,0.0,United States,42,Eliminated Week 7,4,5.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,8.0,,7.0,9.0,9.0,,9.0,9.0,9.0,,8.5,9.0,9.0,,0.0,0.0,0.0,,,,,,,,,,,,,,25.0,6.0,-1.7979190566293242,0.07296703296703295
